Latitude;Longitude;gares_id;nom_gare;nomlong;ligne;x;y
48.8811915206;2.27168672105;463;Les Sablons (Jardin d'acclimatation);LES SABLONS (JARDIN D'ACCLIMATATION);1;646586.9079;6864821.1041
48.8887060198;2.28808363305;478;Louise Michel;LOUISE MICHEL;3;647796.9264;6865645.6998
48.8389609394;2.28270002724;479;Lourmel;LOURMEL;8;647351.9234;6860118.0595
48.8700997328;2.32516410954;487;Madeleine;MADELEINE;12;650498.1966;6863552.9304
48.9033300946;2.30592414987;491;Mairie de Clichy;MAIRIE DE CLICHY;13;649119.3873;6867260.1725
48.8871348691;2.38696001714;614;Ourcq;OURCQ;5;655045.7743;6865410.1669
48.8623480308;2.33649646231;618;Palais Royal-Musée du Louvre;PALAIS ROYAL-MUSEE DU LOUVRE;1;651322.2057;6862683.9581
48.8628296728;2.3368783976;619;Palais Royal-Musée du Louvre;PALAIS ROYAL-MUSEE DU LOUVRE;7;651350.6754;6862737.2773
48.857448691;2.28581244413;626;Passy;PASSY;6;647598.9541;6862171.635
48.842871275;2.31244751307;628;Pasteur;PASTEUR;12;649539.0462;6860533.4239
48.8684401633;2.40156171274;630;Pelleport;PELLEPORT;M3bis;656100.7414;6863323.2148
48.8339363927;2.31807828549;636;Pernéty;PERNETY;13;649943.7106;6859536.3792
48.8475793675;2.39555451217;583;Nation;NATION;1;655642.3274;6861007.0198
48.8584665494;2.38972985235;640;Philippe Auguste;PHILIPPE AUGUSTE;2;655224.2451;6862220.8679
48.8450615799;2.40128901983;641;Picpus;PICPUS;6;656061.0276;6860723.8589
48.815930763;2.37726720015;642;Pierre Curie;PIERRE CURIE;7;654272.5743;6857498.469
48.8768063892;2.39305609332;650;Place des FÃªtes;PLACE DES FETES;11;655483.9629;6864258.2457
48.831433631;2.35564364302;654;Place d'Italie;PLACE D'ITALIE;7;652698.8522;6859234.9421
48.8709917839;2.33198952268;606;Opéra;OPERA;3;650999.694;6863647.8625
48.8847082013;2.26051507789;669;Pont de Neuilly (Avenue de Madrid);PONT DE NEUILLY (AVENUE DE MADRID);1;645771.287;6865219.7485
48.8585111299;2.32315485584;803;Solférino;SOLFERINO;12;650339.7683;6862265.6354
48.8844208864;2.36589381994;809;Stalingrad;STALINGRAD;5;653498.5991;6865120.5866
48.8694907745;2.35439176839;836;Strasbourg-Saint-Denis;STRASBOURG-SAINT-DENIS;4;652641.5551;6863467.2926
48.8973747955;2.32894281278;696;Porte de Saint-Ouen;PORTE DE SAINT-OUEN;13;650801.1471;6866583.3841
48.8277955435;2.30553466965;700;Porte de Vanves;PORTE DE VANVES;13;649016.968;6858861.6144
48.8471584794;2.41014036797;702;Porte de Vincennes;PORTE DE VINCENNES;1;656712.3513;6860952.126
48.8771748193;2.406480157;697;Porte des Lilas;PORTE DES LILAS;11;656468.8342;6864291.7286
48.8695852435;2.33621884752;719;Quatre Septembre;QUATRE SEPTEMBRE;3;651308.6039;6863488.8496
48.8389642807;2.33075419209;723;Raspail;RASPAIL;4;650878.8981;6860087.4642
48.8671116386;2.36423494565;733;République;REPUBLIQUE;9;653361.4534;6863196.8918
48.8822269008;2.32127492677;746;Rome;ROME;2;650224.5081;6864903.8302
48.838427297;2.3609671677;773;Saint-Marcel;SAINT-MARCEL;5;653095.9282;6860009.3865
48.8531679849;2.34328597892;776;Saint-Michel;SAINT-MICHEL;4;651811.8161;6861659.0529
48.8568713792;2.31505663732;873;Varenne;VARENNE;13;649744.034;6862088.4335
48.8422184136;2.32900892624;879;Vavin;VAVIN;4;650753.8774;6860450.3764
48.9231037797;2.28627957753;1007;Les Agnettes-Asnières-Gennevilliers;LES AGNETTES-ASNIERES-GENNEVILLIERS;13;647699.216;6869471.7685
48.8636109376;2.28758016253;862;Trocadéro;TROCADERO;6;647734.8329;6862855.649
48.8643437787;2.33012987711;864;Tuileries;TUILERIES;1;650857.0163;6862909.8123
48.8811500285;2.31517662622;907;Villiers;VILLIERS;2;649776.2512;6864787.9506
48.8811500285;2.31517662622;908;Villiers;VILLIERS;3;649776.2512;6864787.9506
48.884594208;2.33794977706;2;Abbesses;ABBESSES;12;651449.5655;6865156.6779
48.8539426071;2.28933453277;75;Bir-Hakeim (Grenelle);BIR-HAKEIM (GRENELLE);6;647853.8595;6861779.4605
48.8669831104;2.29005883493;84;Boissière;BOISSIERE;6;647920.0418;6863228.9678
48.8808212614;2.37414715384;88;Bolivar;BOLIVAR;7b;654100.662;6864715.5006
48.8563773572;2.39456194456;11;Alexandre Dumas;ALEXANDRE DUMAS;2;655576.9894;6861985.8376
48.8534394276;2.36951356952;56;Bastille;BASTILLE;8;653736.5364;6861673.5487
48.8792141342;2.30352872537;218;Courcelles;COURCELLES;2;648920.1378;6864580.1642
48.779905317;2.45936839626;224;Créteil-Préfecture (Hôtel de Ville);CRETEIL-PREFECTURE (HOTEL DE VILLE);8;660273.7592;6853448.5114
48.8819319987;2.39344545649;232;Danube;DANUBE;7b;655516.8981;6864827.9634
48.8395496456;2.39570328944;233;Daumesnil;DAUMESNIL;6;655646.4124;6860114.1078
48.89325759;2.41331313951;253;Église de Pantin;EGLISE DE PANTIN;5;656983.2711;6866076.3042
48.8758906819;2.34412603046;122;Cadet;CADET;7;651894.4424;6864185.1221
48.8404866526;2.35173948717;127;Censier-Daubenton;CENSIER-DAUBENTON;7;652420.525;6860243.8862
48.874613927;2.29556736975;153;Charles de Gaulle-Étoile;CHARLES DE GAULLE ETOILE;2;648331.6965;6864073.8346
48.8577088197;2.34794431111;167;Châtelet;CHATELET;14;652157.7956;6862161.1206
48.8574200375;2.3681082907;180;Chemin Vert;CHEMIN VERT;8;653636.9649;6862116.9823
48.8948364684;2.38252234342;209;Corentin-Cariou;CORENTIN CARIOU;7;654727.0632;6866269.0824
48.9060940502;2.33183083796;323;Garibaldi;GARIBALDI;13;651021.0832;6867551.1312
48.8699575127;2.37109483973;332;Goncourt (Hôpital Saint-Louis);GONCOURT (HOPITAL SAINT-LOUIS);11;653867.1922;6863509.3023
48.8653353173;2.41669727286;300;Gallieni (Parc de Bagnolet);GALLIENI (PARC DE BAGNOLET);3;657208.4603;6862969.6694
48.8928288534;2.3274284585;342;Guy Môquet;GUY MOQUET;13;650685.8186;6866078.8433
48.8735133896;2.32754308036;344;Havre-Caumartin;HAVRE-CAUMARTIN;3;650675.9316;6863931.0147
48.8422653865;2.36533865297;312;Gare d'Austerlitz;AUSTERLITZ;5;653420.212;6860433.5551
48.8762727035;2.35805790434;315;Gare de l'Est;GARE DE L'EST;7;652916.6085;6864219.2029
48.8423274377;2.32098483563;563;Montparnasse-BienvenÃ¼e;MONTPARNASSE;13;650165.0831;6860467.533
48.8623647041;2.31390957779;362;Invalides;INVALIDES;13;649665.1809;6862699.9731
48.8623253291;2.31513843219;363;Invalides;INVALIDES;8;649755.2952;6862694.8123
48.8461511231;2.3549179837;383;Jussieu;JUSSIEU;10;652658.953;6860871.808
48.8153075312;2.29707779833;505;Malakoff-Rue Étienne Dolet;MALAKOFF-RUE ÉTIENNE DOLET;13;648383.7762;6857478.6018
48.8527251193;2.40608916188;509;MaraÃ®chers;MARAICHERS;9;656419.7092;6861573.3159
48.8478956502;2.26408203075;543;Michel Ange-Auteuil;MICHEL-ANGE-AUTEUIL;9;645994.7057;6861124.0745
48.8450581723;2.26174512496;545;Michel Ange-Molitor;MICHEL-ANGE-MOLITOR;9;645820.2672;6860810.1786
48.8737699887;2.31445603619;548;Miromesnil;MIROMESNIL;13;649716.2811;6863967.801
48.8804494561;2.30945116799;552;Monceau;MONCEAU;2;649355.6855;6864713.7086
48.8577254129;2.31056596095;425;La Tour Maubourg;LA TOUR MAUBOURG;8;649415.3796;6862186.2617
48.8748743434;2.34019988439;443;Le Peletier;LE PELETIER;7;651605.5387;6864074.5114
48.8512711264;2.37611877334;441;Ledru Rollin;LEDRU-ROLLIN;8;654219.2941;6861428.6032
48.8608062913;2.34110859163;481;Louvre-Rivoli;LOUVRE-RIVOLI;1;651659.1352;6862509.6962
48.9119648979;2.33392489048;493;Mairie de Saint-Ouen;MAIRIE DE SAINT-OUEN;13;651180.0871;6868202.6512
48.879761254;2.41647964367;494;Mairie des Lilas;MAIRIE DES LILAS;11;657204.3492;6864573.8589
48.8110991977;2.38355147965;496;Mairie d'Ivry;MAIRIE D'IVRY;7;654729.8271;6856957.6392
48.8026376907;2.44692748424;499;Maisons-Alfort-Les Juilliottes;MAISONS-ALFORT-LES JUILLIOTTES;8;659377.3049;6855982.3601
48.8224378346;2.35847388385;497;Maison Blanche;MAISON BLANCHE;7;652898.4845;6858233.0223
48.8652537861;2.37458197;625;Parmentier;PARMENTIER;3;654118.8397;6862984.2509
48.8823901507;2.33729479057;647;Pigalle;PIGALLE;2;651399.4773;6864912.0033
48.830972673;2.35558027408;652;Place d'Italie;PLACE D'ITALIE;5;652693.7822;6859183.7267
48.8760262116;2.33788648907;600;Notre-Dame-de-Lorette;NOTRE-DAME-DE-LORETTE;12;651436.9357;6864204.0114
48.8523007631;2.33972778159;605;Odéon;ODEON;4;651549.9234;6861564.8032
48.8706417323;2.33213859959;608;Opéra;OPERA;8;651010.2997;6863608.8469
48.8772363191;2.34929390248;659;Poissonnière;POISSONNIERE;7;652274.7082;6864331.6119
48.8535754725;2.35716257162;673;Pont Marie (Cité des Arts);PONT-MARIE (CITE DES ARTS);7;652830.3951;6861695.9829
48.8714665781;2.27708301705;682;Porte Dauphine;PORTE DAUPHINE;2;646972.7506;6863736.1283
48.8857931052;2.2925823141;685;Porte de Champerret;PORTE DE CHAMPERRET;3;648123.8929;6865318.8375
48.819876221;2.36453195175;687;Porte de Choisy;PORTE DE CHOISY;7;653340.9723;6857944.6053
48.8516722456;2.33125629137;781;Saint-Sulpice;SAINT-SULPICE;4;650927.7173;6861500.1493
48.8470661332;2.30740224062;791;Ségur;SEGUR;10;649172.8635;6861003.0844
48.8517620525;2.3268225689;799;Sèvres-Babylone;SEVRES-BABYLONE;12;650602.4646;6861512.8995
48.8692241717;2.3546037907;838;Strasbourg-Saint-Denis;STRASBOURG-SAINT-DENIS;9;652656.8653;6863437.5212
48.8370451192;2.37282572183;717;Quai de la Gare;QUAI DE LA GARE;6;653965.0895;6859848.724
48.8612049903;2.35349574013;721;Rambuteau;RAMBUTEAU;11;652568.2852;6862546.5161
48.8554850504;2.27010913894;722;Ranelagh;RANELAGH;9;646444.7925;6861963.8329
48.8660696891;2.35245974411;726;Réaumur Sébastopol;REAUMUR-SEBASTOPOL;4;652496.7155;6863088.0544
48.8473037861;2.38634170635;734;Reuilly-Diderot;REUILLY-DIDEROT;1;654966.0143;6860981.5925
48.8471287213;2.38702524211;735;Reuilly Diderot;REUILLY-DIDEROT;8;655016.0242;6860961.7373
48.8557264286;2.42298321615;741;Robespierre;ROBESPIERRE;9;657661.786;6861897.8455
48.8639744458;2.27811255845;751;Rue de la Pompe (Av. G. Mandel);RUE DE LA POMPE (AVENUE GEORGES MANDEL);9;647040.651;6862902.3761
48.8714977394;2.34315477308;754;Grands Boulevards (Rue Montmartre);GRANDS BOULEVARDS (RUE MONTMARTRE);8;651819.1431;6863697.2503
48.8745583847;2.3213619281;759;Saint-Augustin;SAINT-AUGUSTIN;9;650223.5598;6864051.0893
48.9458456578;2.36454176349;763;Saint-Denis-Université;SAINT-DENIS-UNIVERSITE;13;653454.4183;6871951.6549
48.853718934;2.33377613686;767;Saint-Germain-des-Prés;SAINT-GERMAIN-DES-PRES;4;651114.5388;6861726.1589
48.8329008165;2.33713519061;768;Saint-Jacques;SAINT-JACQUES;6;651341.5779;6859409.3229
48.8463569889;2.41947990037;772;Saint-Mandé;SAINT-MANDE;1;657397.0779;6860857.928
48.8574537227;2.38071878586;920;Voltaire (Léon Blum);VOLTAIRE (LEON BLUM);9;654562.2299;6862113.3974
48.8838092012;2.30467444053;923;Wagram;WAGRAM;3;649008.6628;6865090.3639
48.875764594;2.32425603265;1000;Saint-Lazare;SAINT-LAZARE;14;650436.9779;6864183.3906
48.8763179623;2.3325430273;861;Trinité d'Estienne d'Orves;TRINITE-D'ESTIENNE D'ORVES;12;651045.3002;6864239.7516
48.7687151253;2.46456499321;1072;Créteil-Pointe du Lac;CRETEIL-POINTE DU LAC;8;660647.1686;6852201.7355
48.8410940563;2.2879457665;94;Boucicaut;BOUCICAUT;8;647739.0763;6860351.7535
48.8523154274;2.38937812792;98;Rue des Boulets;RUE DES BOULETS;9;655193.1503;6861537.1145
48.8420053473;2.23888732579;99;Boulogne-Jean Jaurès;BOULOGNE-JEAN JAURES;10;644139.5371;6860486.666
48.8299902817;2.37574814434;72;Bibliothèque François Mitterrand;BIBLIOTHEQUE FRANCOIS MITTERRAND;14;654173.3908;6859062.6022
48.8321105601;2.23863934858;74;Billancourt;BILLANCOURT;9;644110.7295;6859386.6609
48.892082786;2.28500950275;16;Anatole France;ANATOLE FRANCE;3;647574.9141;6866023.2122
48.8515102782;2.39830234427;44;Avron;AVRON;2;655847.3058;6861442.5619
48.8834361881;2.34977444365;50;Barbès-Rochechouart;BARBES-ROCHECHOUART;4;652315.6291;6865020.7075
48.8333385593;2.38663240207;221;Cour Saint-Émilion;COUR SAINT-EMILION;14;654975.2848;6859428.6327
48.8579655912;2.43555571569;228;Croix de Chavaux (Jacques Duclos);CROIX DE CHAVAUX (JACQUES DUCLOS);9;658586.0485;6862140.1552
48.8342929805;2.33285230996;237;Denfert-Rochereau;DENFERT-ROCHEREAU;6;651028.503;6859566.7636
48.8390411437;2.38962001134;244;Dugommier;DUGOMMIER;6;655199.4896;6860061.0017
48.850434549;2.29361243991;245;Dupleix;DUPLEIX;6;648164.2594;6861386.5825
48.8471500557;2.26913587273;251;Église d'Auteuil;EGLISE D'AUTEUIL;10;646364.8036;6861037.7277
48.8905871866;2.32017475579;113;Brochant;BROCHANT;13;650151.8308;6865834.137
