id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2018-1365763,2018-01-09,000001,Vente,130000,20,,RUE SAINT CLAUDE,8520,75003,75103,Paris 3e Arrondissement,75,,,75103000AL0072,,,206,,213,,214,,216,,,,4,2,Appartement,22,1,,,,,,2.365335,48.860248
2018-1365765,2018-01-03,000001,Vente,15000,12,,RUE VOLTA,9905,75003,75103,Paris 3e Arrondissement,75,,,75103000AE0136,,,7,8.3,,,,,,,,,1,2,Appartement,9,1,,,,,,2.35714,48.864804
2018-1365768,2018-01-09,000001,Vente,1840000,251,,RUE SAINT MARTIN,8694,75003,75103,Paris 3e Arrondissement,75,,,75103000AD0011,,,17,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.353682,48.866408
2018-1365768,2018-01-09,000001,Vente,1840000,251,,RUE SAINT MARTIN,8694,75003,75103,Paris 3e Arrondissement,75,,,75103000AD0011,,,23,,7,179.75,,,,,,,2,2,Appartement,180,7,,,,,,2.353682,48.866408
2018-1365768,2018-01-09,000001,Vente,1840000,251,,RUE SAINT MARTIN,8694,75003,75103,Paris 3e Arrondissement,75,,,75103000AD0011,,,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.353682,48.866408
2018-1365777,2018-01-11,000001,Vente,399500,26,,RUE DE POITOU,7572,75003,75103,Paris 3e Arrondissement,75,,,75103000AK0090,,,10,36.39,,,,,,,,,1,2,Appartement,48,2,,,,,,2.362722,48.861726
2018-1365782,2018-01-08,000001,Vente,234000,129,,RUE DU TEMPLE,9191,75003,75103,Paris 3e Arrondissement,75,,,75103000AE0074,,,4,17.11,,,,,,,,,1,2,Appartement,17,1,,,,,,2.35815,48.863513
2018-1365788,2018-01-12,000001,Vente,77000,7,,RUE CHAPON,1771,75003,75103,Paris 3e Arrondissement,75,,,75103000AS0051,,,16,7.92,,,,,,,,,1,2,Appartement,68,4,,,,,,2.356991,48.862998
2018-1365791,2018-01-08,000001,Vente,365000,30,,RUE BEAUBOURG,0759,75003,75103,Paris 3e Arrondissement,75,,,75103000AT0078,,,42,34.49,82,,,,,,,,2,2,Appartement,20,1,,,,,,2.354479,48.861846
2018-1365791,2018-01-08,000001,Vente,365000,30,,RUE BEAUBOURG,0759,75003,75103,Paris 3e Arrondissement,75,,,75103000AT0078,,,43,,,,,,,,,,1,2,Appartement,14,1,,,,,,2.354479,48.861846
2018-1365794,2018-01-12,000001,Vente,210000,20,,RUE RAMBUTEAU,8009,75003,75103,Paris 3e Arrondissement,75,,,75103000AT0027,,,3,22.26,,,,,,,,,1,2,Appartement,24,1,,,,,,2.35474,48.861073
2018-1365797,2018-01-12,000001,Vente,577000,7,,RUE SAINTE APOLLINE,8538,75003,75103,Paris 3e Arrondissement,75,,,75103000AB0132,,,16,50.62,,,,,,,,,1,2,Appartement,50,3,,,,,,2.354382,48.868728
2018-1365799,2018-01-23,000001,Vente,555000,26,,RUE REAUMUR,8073,75003,75103,Paris 3e Arrondissement,75,,,75103000AE0018,,,27,48.96,37,,,,,,,,2,2,Appartement,49,2,,,,,,2.358344,48.86529
2018-1365801,2018-01-04,000001,Vente,450000,30,,RUE BEAUBOURG,0759,75003,75103,Paris 3e Arrondissement,75,,,75103000AT0078,,,70,50.72,72,,81,,,,,,3,2,Appartement,50,2,,,,,,2.354479,48.861846
2018-1365809,2018-01-11,000001,Vente,78000,50,,RUE NOTRE DAME DE NAZARETH,6834,75003,75103,Paris 3e Arrondissement,75,,,75103000AB0063,,,15,9.2,,,,,,,,,1,2,Appartement,8,1,,,,,,2.357892,48.867749
2018-1365812,2018-01-15,000001,Vente,1890500,14,,RUE DE MONTMORENCY,6517,75003,75103,Paris 3e Arrondissement,75,,,75103000AS0061,,,2,164.82,5,,57,,58,,,,4,2,Appartement,169,4,,,,,,2.356268,48.862925
2018-1365816,2018-01-18,000001,Vente,340000,27,,RUE DE BRETAGNE,1275,75003,75103,Paris 3e Arrondissement,75,,,75103000AK0118,,,3,34.21,,,,,,,,,1,2,Appartement,30,2,,,,,,2.362828,48.862505
2018-1365820,2018-01-08,000001,Vente,295000,63,,RUE NOTRE DAME DE NAZARETH,6834,75003,75103,Paris 3e Arrondissement,75,,,75103000AB0093,,,40,32.65,,,,,,,,,1,2,Appartement,22,1,,,,,,2.355672,48.867701
2018-1365824,2018-01-23,000001,Vente,384220,8,,RUE CAFFARELLI,1413,75003,75103,Paris 3e Arrondissement,75,,,75103000AH0101,,,3,31.59,,,,,,,,,1,2,Appartement,32,2,,,,,,2.361963,48.863554
2018-1365825,2018-01-04,000001,Vente,207000,44,,RUE PASTOURELLE,7094,75003,75103,Paris 3e Arrondissement,75,,,75103000AI0043,,,21,17.45,,,,,,,,,1,2,Appartement,17,2,,,,,,2.358714,48.863313
2018-1365830,2018-01-22,000001,Vente,645000,19,,RUE BERANGER,0871,75003,75103,Paris 3e Arrondissement,75,,,75103000AG0089,,,50,102.29,,,,,,,,,1,4,Local industriel. commercial ou assimilé,100,0,,,,,,2.362866,48.866045
2018-1365831,2018-01-29,000001,Vente,450000,20,,RUE SAINT GILLES,8627,75003,75103,Paris 3e Arrondissement,75,,,75103000AM0119,,,183,,233,36.61,,,,,,,2,2,Appartement,37,1,,,,,,2.366,48.858213
2018-1365833,2018-01-25,000001,Vente,270000,33,,RUE NOTRE DAME DE NAZARETH,6834,75003,75103,Paris 3e Arrondissement,75,,,75103000AB0068,,,12,25.52,,,,,,,,,1,2,Appartement,53,2,,,,,,2.358309,48.867321
2018-1365834,2018-01-24,000001,Vente,37500,13,,RUE DE THORIGNY,9298,75003,75103,Paris 3e Arrondissement,75,,,75103000AL0015,,,141,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.363076,48.860305
2018-1365835,2018-01-18,000001,Vente,67500,36,,RUE REAUMUR,8073,75003,75103,Paris 3e Arrondissement,75,,,75103000AE0008,,,26,9.35,,,,,,,,,1,3,Dépendance,,0,,,,,,2.357653,48.865484
2018-1365836,2018-01-09,000001,Vente,310000,10,,RUE DU PONT AUX CHOUX,7605,75003,75103,Paris 3e Arrondissement,75,,,75103000AK0036,,,13,29.03,,,,,,,,,1,2,Appartement,30,2,,,,,,2.365932,48.861209
2018-1365838,2018-01-12,000001,Vente,1100000,5,,BD DES FILLES DU CALVAIRE,3642,75003,75103,Paris 3e Arrondissement,75,,,75103000AK0027,,,12,80.88,,,,,,,,,1,2,Appartement,87,3,,,,,,2.366707,48.861521
2018-1365841,2018-01-11,000001,Vente,425000,13,,RUE COMMINES,2249,75003,75103,Paris 3e Arrondissement,75,,,75103000AK0009,,,2,51.29,,,,,,,,,1,4,Local industriel. commercial ou assimilé,50,0,,,,,,2.365821,48.862159
2018-1365844,2018-01-22,000001,Vente,40000,1,A,RUE PAYENNE,7205,75003,75103,Paris 3e Arrondissement,75,,,75103000AO0029,,,119,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.361578,48.857703
2018-1365845,2018-01-15,000001,Vente,9500,7,,BD DU TEMPLE,9190,75003,75103,Paris 3e Arrondissement,75,,,75103000AJ0007,,,177,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.366,48.863501
2018-1365848,2018-01-04,000001,Vente,190000,81,,RUE DU TEMPLE,9191,75003,75103,Paris 3e Arrondissement,75,,,75103000AT0034,,,71,,83,20.51,,,,,,,2,2,Appartement,20,2,,,,,,2.355952,48.861719
2018-1365850,2018-01-08,000001,Vente,267000,15,,RUE DES VERTUS,9715,75003,75103,Paris 3e Arrondissement,75,,,75103000AE0121,,,14,24.79,19,,,,,,,,2,2,Appartement,27,2,,,,,,2.357808,48.864506
2018-1365853,2018-01-15,000001,Vente,340000,67,,RUE DE BRETAGNE,1275,75003,75103,Paris 3e Arrondissement,75,,,75103000AI0005,,,35,25.43,,,,,,,,,1,2,Appartement,11,1,,,,,,2.359834,48.864253
2018-1365854,2018-01-23,000001,Vente,578750,18,,RUE AU MAIRE,5927,75003,75103,Paris 3e Arrondissement,75,,,75103000AE0150,,,14,48.05,15,,63,,,,,,3,2,Appartement,49,3,,,,,,2.356334,48.864762
2018-1365863,2018-01-17,000001,Vente,7000,67,,RUE NOTRE DAME DE NAZARETH,6834,75003,75103,Paris 3e Arrondissement,75,,,75103000AB0096,,,22,,23,,,,,,,,2,3,Dépendance,,0,,,,,,2.355221,48.867817
2018-1365865,2018-01-19,000001,Vente,60000,86,,RUE DES TOURNELLES,9382,75003,75103,Paris 3e Arrondissement,75,,,75103000AM0080,,,21,,22,,,,,,,,2,2,Appartement,20,1,,,,,,2.367399,48.858393
2018-1365865,2018-01-19,000001,Vente,60000,86,,RUE DES TOURNELLES,9382,75003,75103,Paris 3e Arrondissement,75,,,75103000AM0080,,,3,8.4,,,,,,,,,1,3,Dépendance,,0,,,,,,2.367399,48.858393
2018-1365871,2018-01-29,000001,Vente,225000,23,,RUE DES VERTUS,9715,75003,75103,Paris 3e Arrondissement,75,,,75103000AE0125,,,4,20.02,,,,,,,,,1,2,Appartement,22,1,,,,,,2.357953,48.864738
2018-1365873,2018-01-15,000001,Vente,660000,19,,RUE CHAPON,1771,75003,75103,Paris 3e Arrondissement,75,,,75103000AS0045,,,53,56.51,56,,,,,,,,2,2,Appartement,52,3,,,,,,2.355545,48.863361
2018-1365874,2018-01-09,000001,Vente,1076900,35,,RUE DE TURBIGO,9504,75003,75103,Paris 3e Arrondissement,75,,,75103000AD0060,,,26,,58,,59,,,,,,3,2,Appartement,20,2,,,,,,2.352292,48.864853
2018-1365874,2018-01-09,000001,Vente,1076900,35,,RUE DE TURBIGO,9504,75003,75103,Paris 3e Arrondissement,75,,,75103000AD0060,,,27,,35,,,,,,,,2,2,Appartement,20,2,,,,,,2.352292,48.864853
2018-1365875,2018-01-29,000001,Vente,390000,14,,RUE BARBETTE,0666,75003,75103,Paris 3e Arrondissement,75,,,75103000AP0028,,,1,38.27,,,,,,,,,1,2,Appartement,40,3,,,,,,2.36061,48.859121
2018-1365882,2018-01-15,000001,Vente,538550,102,,RUE DU TEMPLE,9191,75003,75103,Paris 3e Arrondissement,75,,,75103000AR0016,,,11,,22,43.07,,,,,,,2,2,Appartement,30,2,,,,,,2.357634,48.862371
2018-1365886,2018-01-30,000001,Vente,431500,32,,RUE DE MONTMORENCY,6517,75003,75103,Paris 3e Arrondissement,75,,,75103000AV0072,,,11,45.51,54,,,,,,,,2,2,Appartement,68,3,,,,,,2.354382,48.86338
2018-1365890,2018-01-23,000001,Vente,40640,8,,RUE DE SAINTONGE,8716,75003,75103,Paris 3e Arrondissement,75,,,75103000AQ0070,,,72,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,68,0,,,,,,2.362303,48.861124
2018-1365890,2018-01-23,000001,Vente,40640,8,,RUE DE SAINTONGE,8716,75003,75103,Paris 3e Arrondissement,75,,,75103000AQ0070,,,42,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,60,0,,,,,,2.362303,48.861124
2018-1365890,2018-01-23,000001,Vente,40640,8,,RUE DE SAINTONGE,8716,75003,75103,Paris 3e Arrondissement,75,,,75103000AQ0070,,,6,,75,,,,,,,,2,4,Local industriel. commercial ou assimilé,38,0,,,,,,2.362303,48.861124
2018-1365892,2018-01-31,000001,Vente,1650000,18,,RUE BARBETTE,0666,75003,75103,Paris 3e Arrondissement,75,,,75103000AP0030,,,21,,3,150.1,4,,5,,,,4,4,Local industriel. commercial ou assimilé,134,0,,,,,,2.360204,48.859276
2018-1365893,2018-01-31,000002,Vente,550000,18,,RUE BARBETTE,0666,75003,75103,Paris 3e Arrondissement,75,,,75103000AP0030,,,2,46.7,,,,,,,,,1,4,Local industriel. commercial ou assimilé,46,0,,,,,,2.360204,48.859276
2018-1365895,2018-01-30,000001,Vente,597000,74,,RUE DE TURBIGO,9504,75003,75103,Paris 3e Arrondissement,75,,,75103000AF0108,,,37,,6,61.57,,,,,,,2,2,Appartement,62,3,,,,,,2.360813,48.866318
2018-1365896,2018-01-30,000001,Vente,1330000,2,,RUE CAFFARELLI,1413,75003,75103,Paris 3e Arrondissement,75,,,75103000AH0099,,,16,77.74,6,,,,,,,,2,2,Appartement,80,4,,,,,,2.361818,48.863456
2018-1365897,2018-02-01,000001,Vente,1500,37,,RUE DE MONTMORENCY,6517,75003,75103,Paris 3e Arrondissement,75,,,75103000AV0094,,,13,,,,,,,,,,1,2,Appartement,29,2,,,,,,2.353829,48.863274
2018-1365899,2018-01-25,000001,Vente,2000,23,,RUE NOTRE DAME DE NAZARETH,6834,75003,75103,Paris 3e Arrondissement,75,,,75103000AF0082,,,27,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,19,0,,,,,,2.359381,48.867118
2018-1365900,2018-01-10,000001,Vente,728000,10,,RUE DES GRAVILLIERS,4302,75003,75103,Paris 3e Arrondissement,75,,,75103000AE0079,,,100,122.64,101,,105,,135,,400,,5,4,Local industriel. commercial ou assimilé,137,0,,,,,,2.357878,48.863657
2018-1365901,2018-01-22,000001,Vente,145000,40,,RUE DES GRAVILLIERS,4302,75003,75103,Paris 3e Arrondissement,75,,,75103000AE0092,,,101,17.86,,,,,,,,,1,2,Appartement,20,1,,,,,,2.356274,48.864259
2018-1365903,2018-01-24,000001,Vente,170000,10,,RUE CAFFARELLI,1413,75003,75103,Paris 3e Arrondissement,75,,,75103000AH0098,,,6,14.49,,,,,,,,,1,2,Appartement,16,1,,,,,,2.362104,48.863618
2018-1365908,2018-01-08,000001,Vente,55000,13,,RUE MESLAY,6286,75003,75103,Paris 3e Arrondissement,75,,,75103000AF0158,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.360919,48.867395
2018-1365908,2018-01-08,000001,Vente,55000,13,,RUE MESLAY,6286,75003,75103,Paris 3e Arrondissement,75,,,75103000AF0158,,,20,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.360919,48.867395
2018-1365909,2018-01-30,000001,Vente,2900000,18,,RUE PERREE,7281,75003,75103,Paris 3e Arrondissement,75,,,75103000AG0051,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.360735,48.865103
2018-1365909,2018-01-30,000001,Vente,2900000,18,,RUE PERREE,7281,75003,75103,Paris 3e Arrondissement,75,,,75103000AG0051,,,3,123.8,35,197,,,,,,,2,4,Local industriel. commercial ou assimilé,116,0,,,,,,2.360735,48.865103
2018-1365909,2018-01-30,000001,Vente,2900000,18,,RUE PERREE,7281,75003,75103,Paris 3e Arrondissement,75,,,75103000AG0051,,,1,84,34,109,,,,,,,2,4,Local industriel. commercial ou assimilé,84,0,,,,,,2.360735,48.865103
2018-1365913,2018-01-24,000001,Vente,2890000,5,,RUE DE LA PERLE,7273,75003,75103,Paris 3e Arrondissement,75,,,75103000AP0018,,,12,,23,136.09,,,,,,,2,2,Appartement,120,2,,,,,,2.361446,48.859365
2018-1365913,2018-01-24,000001,Vente,2890000,8,A,RUE BARBETTE,0666,75003,75103,Paris 3e Arrondissement,75,,,75103000AP0049,,,8,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.361343,48.859115
2018-1365914,2018-02-07,000001,Vente,850000,53,,RUE CHARLOT,1880,75003,75103,Paris 3e Arrondissement,75,,,75103000AH0073,,,14,,,,,,,,,,1,2,Appartement,17,1,,,,,,2.362908,48.863415
