id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2016-1250082,2016-01-06,000001,Vente,20000,13,,RUE EMILE DUBOIS,3225,75014,75114,Paris 14e Arrondissement,75,,,75114000BP0031,,,4757,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.336297,48.831342
2016-1250083,2016-01-04,000001,Vente,550000,47,,AV DU MAINE,5922,75014,75114,Paris 14e Arrondissement,75,,,75114000AI0059,,,39,52.82,6,,,,,,,,2,2,Appartement,58,3,,,,,,2.322101,48.84048
2016-1250084,2016-01-11,000001,Vente,240500,93,,AV DU GENERAL LECLERC,4063,75014,75114,Paris 14e Arrondissement,75,,,75114000BW0055,,,123,63.5,124,,440,,,,,,3,2,Appartement,65,3,,,,,,2.327292,48.826191
2016-1250085,2016-01-18,000001,Vente,197000,119,,AV DU GENERAL LECLERC,4063,75014,75114,Paris 14e Arrondissement,75,,,75114000BX0030,,,29,27.71,,,,,,,,,1,2,Appartement,29,2,,,,,,2.326461,48.824119
2016-1250086,2016-01-07,000001,Vente,209600,19,,RUE DE COULMIERS,2375,75014,75114,Paris 14e Arrondissement,75,,,75114000CG0025,,,34,,,,,,,,,,1,2,Appartement,31,2,,,,,,2.323507,48.824819
2016-1250087,2016-01-08,000001,Vente,238500,77,T,RUE DE LA TOMBE ISSOIRE,9342,75014,75114,Paris 14e Arrondissement,75,,,75114000BM0003,,,22,29.47,,,,,,,,,1,2,Appartement,28,2,,,,,,2.332691,48.827558
2016-1250088,2016-01-08,000001,Vente,738000,48,,RUE RAYMOND LOSSERAND,8061,75014,75114,Paris 14e Arrondissement,75,,,75114000DQ0063,,,20,76.34,,,,,,,,,1,2,Appartement,70,3,,,,,,2.319099,48.834948
2016-1250089,2016-01-14,000001,Vente,85000,3,,RUE DU MAINE,5923,75014,75114,Paris 14e Arrondissement,75,,,75114000AI0039,,,3,25.36,56,,,,,,,,2,4,Local industriel. commercial ou assimilé,44,0,,,,,,2.323413,48.840371
2016-1250090,2016-01-15,000001,Vente,674500,23,,RUE GAZAN,4002,75014,75114,Paris 14e Arrondissement,75,,,75114000AY0017,,,25,,5,87.45,,,,,,,2,2,Appartement,64,3,,,,,,2.340806,48.822809
2016-1250091,2016-01-18,000001,Vente,125000,15,,RUE FRANCIS DE PRESSENSE,3785,75014,75114,Paris 14e Arrondissement,75,,,75114000DO0075,,,2,22.92,,,,,,,,,1,2,Appartement,23,1,,,,,,2.317044,48.833769
2016-1250092,2016-01-19,000001,Vente,505000,7,,RUE DAGUERRE,2513,75014,75114,Paris 14e Arrondissement,75,,,75114000CL0021,,,62,53.67,,,,,,,,,1,2,Appartement,94,0,,,,,,2.3305,48.833234
2016-1250093,2016-01-15,000001,Vente,277000,25,,RUE JACQUIER,4808,75014,75114,Paris 14e Arrondissement,75,,,75114000CU0018,,,15,43.07,,,,,,,,,1,2,Appartement,48,2,,,,,,2.316748,48.829953
2016-1250094,2016-01-11,000001,Vente en l'état futur d'achèvement,1054000,6,,RUE DE L AMIRAL MOUCHEZ,0289,75014,75114,Paris 14e Arrondissement,75,,,75114000AW0085,,,13,,6,88.22,,,,,,,2,2,Appartement,88,3,,,,,,2.34139,48.825797
2016-1250095,2016-01-08,000001,Vente,425000,85,,BD BRUNE,1333,75014,75114,Paris 14e Arrondissement,75,,,75114000CY0008,,,58,63.84,,,,,,,,,1,2,Appartement,64,3,,,,,,2.313635,48.826255
2016-1250096,2016-01-18,000001,Vente,35000,10,T,RUE LECUIROT,5459,75014,75114,Paris 14e Arrondissement,75,,,75114000CS0043,,,168,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3202,48.82919
2016-1250096,2016-01-18,000001,Vente,35000,10,T,RUE LECUIROT,5459,75014,75114,Paris 14e Arrondissement,75,,,75114000CS0043,,,168,,,,,,,,,,1,3,Dépendance,,,,,,,,2.3202,48.82919
2016-1250097,2016-01-06,000001,Vente en l'état futur d'achèvement,338000,5,,RUE DES MARINIERS,6090,75014,75114,Paris 14e Arrondissement,75,,,75114000CY0077,,,26,32.5,,,,,,,,,1,2,Appartement,32,1,,,,,,2.312235,48.827314
2016-1250098,2016-01-22,000001,Vente,446082,6,,RUE LECLERC,5445,75014,75114,Paris 14e Arrondissement,75,,,75114000AP0024,,,70,57,,,,,,,,,1,2,Appartement,52,3,,,,,,2.335076,48.834054
2016-1250099,2016-01-25,000001,Vente,62500,22,,VLA DUTHY,3057,75014,75114,Paris 14e Arrondissement,75,,,75114000CT0048,,,12,13.5,,,,,,,,,1,2,Appartement,116,0,,,,,,2.317259,48.827544
2016-1250100,2016-01-15,000001,Vente,395000,20,,RUE DES PLANTES,7518,75014,75114,Paris 14e Arrondissement,75,,,75114000CR0051,,,3,50.93,31,31.9,,,,,,,2,4,Local industriel. commercial ou assimilé,91,0,,,,,,2.323907,48.83128
2016-1250101,2016-01-26,000001,Vente,4200,40,,RUE BEZOUT,0944,75014,75114,Paris 14e Arrondissement,75,,,75114000BT0032,,,56,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.328681,48.829051
2016-1250102,2016-01-26,000001,Vente,13200,40,,RUE BEZOUT,0944,75014,75114,Paris 14e Arrondissement,75,,,75114000BT0032,,,55,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.328681,48.829051
2016-1250103,2016-01-25,000001,Vente,670000,42,,RUE DU PERE CORENTIN,7256,75014,75114,Paris 14e Arrondissement,75,,,75114000BV0004,,,10,83.18,42,,,,,,,,2,2,Appartement,85,3,,,,,,2.329184,48.825487
2016-1250104,2016-01-15,000001,Vente,480000,1,B,RUE MORERE,6551,75014,75114,Paris 14e Arrondissement,75,,,75114000CG0056,,,11,51.03,,,,,,,,,1,2,Appartement,48,3,,,,,,2.32303,48.824168
2016-1250105,2016-01-27,000001,Vente,388000,30,,AV RENE COTY,8144,75014,75114,Paris 14e Arrondissement,75,,,75114000BN0015,,,109,,118,50.85,,,,,,,2,2,Appartement,50,3,,,,,,2.334119,48.828621
2016-1250106,2016-01-18,000001,Vente,265000,108,,RUE DIDOT,2794,75014,75114,Paris 14e Arrondissement,75,,,75114000CY0003,,,18,41.1,,,,,,,,,1,2,Appartement,39,3,,,,,,2.313085,48.826506
2016-1250107,2016-01-19,000001,Vente,280225,6,,RUE DE RIDDER,8225,75014,75114,Paris 14e Arrondissement,75,,,75114000DM0019,,,13,36.47,30,,,,,,,,2,2,Appartement,35,2,,,,,,2.312012,48.831313
2016-1250108,2016-01-25,000001,Vente,39000,13,,RUE EMILE DUBOIS,3225,75014,75114,Paris 14e Arrondissement,75,,,75114000BP0031,,,5254,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.336297,48.831342
2016-1250108,2016-01-25,000001,Vente,39000,13,,RUE EMILE DUBOIS,3225,75014,75114,Paris 14e Arrondissement,75,,,75114000BP0031,,,5255,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.336297,48.831342
2016-1250109,2016-01-25,000002,Vente,19500,13,,RUE EMILE DUBOIS,3225,75014,75114,Paris 14e Arrondissement,75,,,75114000BP0031,,,5266,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.336297,48.831342
2016-1250110,2016-01-11,000001,Vente,108000,93,,AV DU GENERAL LECLERC,4063,75014,75114,Paris 14e Arrondissement,75,,,75114000BW0055,,,939,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327292,48.826191
2016-1250110,2016-01-11,000001,Vente,108000,93,,AV DU GENERAL LECLERC,4063,75014,75114,Paris 14e Arrondissement,75,,,75114000BW0055,,,1127,57.58,1214,,1215,,,,,,3,4,Local industriel. commercial ou assimilé,46,0,,,,,,2.327292,48.826191
2016-1250111,2016-02-01,000001,Vente,275557.06,2,,RUE JOANES,4979,75014,75114,Paris 14e Arrondissement,75,,,75114000CS0123,,,41,27.04,,,,,,,,,1,2,Appartement,20,1,,,,,,2.317477,48.828882
2016-1250112,2016-01-22,000001,Vente,240000,121,,AV DU GENERAL LECLERC,4063,75014,75114,Paris 14e Arrondissement,75,,,75114000BX0092,,,390,,58,26.04,,,,,,,2,2,Appartement,25,1,,,,,,2.326684,48.823891
2016-1250112,2016-01-22,000001,Vente,240000,121,,AV DU GENERAL LECLERC,4063,75014,75114,Paris 14e Arrondissement,75,,,75114000BX0092,,,335,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.326684,48.823891
2016-1250113,2016-01-08,000001,Vente,467000,166,,AV DU MAINE,5922,75014,75114,Paris 14e Arrondissement,75,,,75114000CO0023,,,13,,23,53.46,8,,,,,,3,2,Appartement,55,2,,,,,,2.324434,48.832983
2016-1250114,2016-01-27,000001,Vente,305000,25,,RUE JACQUIER,4808,75014,75114,Paris 14e Arrondissement,75,,,75114000CU0018,,,11,42.84,,,,,,,,,1,2,Appartement,42,2,,,,,,2.316748,48.829953
2016-1250115,2016-01-14,000001,Vente,470000,6,,VLA DUTHY,3057,75014,75114,Paris 14e Arrondissement,75,,,75114000CT0039,,,10,,21,,,,,,,,2,2,Appartement,27,2,,,,,,2.316439,48.828032
2016-1250115,2016-01-14,000001,Vente,470000,6,,VLA DUTHY,3057,75014,75114,Paris 14e Arrondissement,75,,,75114000CT0039,,,19,,6,61.12,,,,,,,2,2,Appartement,27,2,,,,,,2.316439,48.828032
2016-1250116,2016-01-18,000001,Vente,209500,1,,RUE SAINTE LEONIE,8571,75014,75114,Paris 14e Arrondissement,75,,,75114000CP0196,,,10,24.78,,,,,,,,,1,2,Appartement,24,2,,,,,,2.319338,48.83336
2016-1250117,2016-01-06,000001,Vente,116000,5,,RUE SAINT YVES,8784,75014,75114,Paris 14e Arrondissement,75,,,75114000BL0005,,,1,15.83,,,,,,,,,1,2,Appartement,18,1,,,,,,2.333965,48.825551
2016-1250118,2016-01-28,000001,Vente,770000,3,,RUE THIBAUD,9268,75014,75114,Paris 14e Arrondissement,75,,,75114000BT0012,,,29,,8,81.86,,,,,,,2,2,Appartement,81,3,,,,,,2.327366,48.829605
2016-1250118,2016-01-28,000001,Vente,770000,3,,RUE THIBAUD,9268,75014,75114,Paris 14e Arrondissement,75,,,75114000BT0012,,,62,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327366,48.829605
2016-1250119,2016-01-20,000001,Vente,160000,25,,RUE DES ARTISTES,0484,75014,75114,Paris 14e Arrondissement,75,,,75114000BM0062,,,5,19.4,,,,,,,,,1,2,Appartement,20,1,,,,,,2.334824,48.826701
2016-1250120,2016-01-20,000001,Vente,1,25,,RUE DES ARTISTES,0484,75014,75114,Paris 14e Arrondissement,75,,,75114000BM0062,,,34,,,,,,,,,,1,2,Appartement,20,1,,,,,,2.334824,48.826701
2016-1250121,2016-01-20,000001,Vente,150000,5,,RUE DES SUISSES,9120,75014,75114,Paris 14e Arrondissement,75,,,75114000CV0050,,,7,17.42,,,,,,,,,1,2,Appartement,21,1,,,,,,2.314633,48.830696
2016-1250122,2016-01-08,000001,Vente,400000,16,B,RUE DES PLANTES,7518,75014,75114,Paris 14e Arrondissement,75,,,75114000CR0049,,,1,84.01,20,,,,,,,,2,4,Local industriel. commercial ou assimilé,145,0,,,,,,2.324079,48.831494
2016-1250123,2016-01-21,000001,Vente,144000,14,,RUE JONQUOY,5000,75014,75114,Paris 14e Arrondissement,75,,,75114000CW0011,,,35,,,,,,,,,,1,2,Appartement,18,1,,,,,,2.31509,48.829392
2016-1250124,2016-01-08,000001,Vente,80000,73,,RUE DU MOULIN VERT,6606,75014,75114,Paris 14e Arrondissement,75,,,75114000CQ0188,,,13,37.8,,,,,,,,,1,2,Appartement,40,2,,,,,,2.318329,48.831674
2016-1250125,2016-01-22,000001,Vente,160000,6,,RUE DU MOULIN VERT,6606,75014,75114,Paris 14e Arrondissement,75,,,75114000CJ0013,,,1,56.75,19,,,,,,,,2,2,Appartement,56,3,,,,,,2.325534,48.829451
2016-1250126,2016-01-25,000001,Vente,325000,12,,BD SAINT JACQUES,8645,75014,75114,Paris 14e Arrondissement,75,,,75114000AS0009,,,246,43.07,358,,,,,,,,2,2,Appartement,42,2,,,,,,2.339911,48.832935
2016-1250127,2016-01-15,000001,Vente,72000,131,,RUE DIDOT,2794,75014,75114,Paris 14e Arrondissement,75,,,75114000CY0029,,,2,16.84,,,,,,,,,1,2,Appartement,17,1,,,,,,2.313821,48.826682
2016-1250127,2016-01-15,000001,Vente,72000,131,,RUE DIDOT,2794,75014,75114,Paris 14e Arrondissement,75,,,75114000CY0029,,,20,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.313821,48.826682
2016-1250128,2016-01-25,000001,Vente,480000,109,,AV DU MAINE,5922,75014,75114,Paris 14e Arrondissement,75,,,75114000AM0032,,,17,45.8,,,,,,,,,1,2,Appartement,40,2,,,,,,2.323817,48.836255
2016-1250129,2016-01-13,000001,Vente,173970,12,,RUE HENRI REGNAULT,4590,75014,75114,Paris 14e Arrondissement,75,,,75114000BV0048,,,10,20.09,,,,,,,,,1,2,Appartement,20,2,,,,,,2.330299,48.824703
2016-1250130,2016-01-22,000001,Vente,180000,34,,RUE REMY DUMONCEL,8126,75014,75114,Paris 14e Arrondissement,75,,,75114000BR0076,,,13,,2,20.32,,,,,,,2,2,Appartement,22,2,,,,,,2.330791,48.829755
2016-1250131,2016-01-28,000001,Vente,335000,21,,BD BRUNE,1333,75014,75114,Paris 14e Arrondissement,75,,,75114000DJ0019,,,39,,49,57.6,,,,,,,2,2,Appartement,50,2,,,,,,2.307055,48.827595
2016-1250132,2016-01-14,000001,Vente,530000,191,,RUE D ALESIA,0143,75014,75114,Paris 14e Arrondissement,75,,,75114000CV0026,,,141,66.59,142,,,,,,,,2,2,Appartement,67,3,,,,,,2.315939,48.830913
2016-1250132,2016-01-14,000001,Vente,530000,191,,RUE D ALESIA,0143,75014,75114,Paris 14e Arrondissement,75,,,75114000CV0026,,,902,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.315939,48.830913
2016-1250133,2016-01-20,000001,Vente,146500,105,,RUE DIDOT,2794,75014,75114,Paris 14e Arrondissement,75,,,75114000CT0036,,,1,19.35,,,,,,,,,1,4,Local industriel. commercial ou assimilé,22,0,,,,,,2.316718,48.827738
2016-1250134,2016-01-21,000001,Vente,351500,12,,RUE BAILLOU,0634,75014,75114,Paris 14e Arrondissement,75,,,75114000CS0070,,,34,46.06,,,,,,,,,1,2,Appartement,43,3,,,,,,2.321152,48.829135
2016-1250135,2016-01-11,000001,Vente,278500,11,,RUE DU COMMANDEUR,2241,75014,75114,Paris 14e Arrondissement,75,,,75114000BS0056,,,32,30.14,6,,,,,,,,2,2,Appartement,28,2,,,,,,2.33158,48.828321
