id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2015-1176198,2015-01-02,000001,Vente,275000,145,,RUE LAMARCK,5288,75018,75118,Paris 18e Arrondissement,75,,,75118000AL0009,,,12,39.9,,,,,,,,,1,2,Appartement,39,2,,,,,,2.327918,48.891103
2015-1176198,2015-01-02,000001,Vente,275000,145,,RUE LAMARCK,5288,75018,75118,Paris 18e Arrondissement,75,,,75118000AL0009,,,16,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.327918,48.891103
2015-1176199,2015-01-09,000001,Vente,1191300,5,,RUE POULBOT,7767,75018,75118,Paris 18e Arrondissement,75,,,75118000BN0064,,,2,83.9,,,,,,,,,1,2,Appartement,58,2,,,,,,2.339918,48.88679
2015-1176200,2015-01-06,000001,Vente,55000,19,,RUE GERMAIN PILON,4176,75018,75118,Paris 18e Arrondissement,75,,,75118000AR0091,,,45,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.336439,48.883943
2015-1176200,2015-01-06,000001,Vente,55000,19,,RUE GERMAIN PILON,4176,75018,75118,Paris 18e Arrondissement,75,,,75118000AR0091,,,46,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.336439,48.883943
2015-1176201,2015-01-19,000001,Vente,294000,35,,RUE DU POTEAU,7755,75018,75118,Paris 18e Arrondissement,75,,,75118000BH0117,,,18,39.32,36,,,,,,,,2,2,Appartement,30,2,,,,,,2.341211,48.893723
2015-1176202,2015-01-09,000001,Vente,167000,6,,RUE DU POLE NORD,7574,75018,75118,Paris 18e Arrondissement,75,,,75118000AX0093,,,18,22.4,40,,,,,,,,2,2,Appartement,28,2,,,,,,2.338975,48.894059
2015-1176203,2015-01-09,000001,Vente,490000,110,,RUE CHAMPIONNET,1723,75018,75118,Paris 18e Arrondissement,75,,,75118000AY0070,,,116,,,,,,,,,,1,2,Appartement,45,3,,,,,,2.339901,48.895927
2015-1176203,2015-01-09,000001,Vente,490000,110,,RUE CHAMPIONNET,1723,75018,75118,Paris 18e Arrondissement,75,,,75118000AY0070,,,118,,,,,,,,,,1,2,Appartement,40,2,,,,,,2.339901,48.895927
2015-1176204,2015-01-15,000001,Vente,422000,2,B,PAS DE CLICHY,2114,75018,75118,Paris 18e Arrondissement,75,,,75118000AP0027,,,5,57.6,,,,,,,,,1,2,Appartement,50,3,,,,,,2.327731,48.884292
2015-1176205,2015-01-16,000001,Vente,228500,20,,RUE STEPHENSON,9092,75018,75118,Paris 18e Arrondissement,75,,,75118000CJ0017,,,11,36.85,23,,,,,,,,2,2,Appartement,37,2,,,,,,2.356864,48.886419
