id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2019-1065939,2019-01-03,000001,Vente,345000,5,,RUE DE LA CLEF,2094,75005,75105,Paris 5e Arrondissement,75,,,75105000AU0040,,,13,30.01,70,,,,,,,,2,2,Appartement,32,2,,,,,,2.353506,48.839199
2019-1065943,2019-01-09,000001,Vente,658000,28,,RUE DES ECOLES,3098,75005,75105,Paris 5e Arrondissement,75,,,75105000BO0044,,,17,44.73,40,,,,,,,,2,2,Appartement,45,2,,,,,,2.347734,48.848995
2019-1065948,2019-01-07,000001,Vente,680000,6,,RUE DES FOSSES ST MARCEL,3751,75005,75105,Paris 5e Arrondissement,75,,,75105000AS0008,,,23,,37,59.72,,,,,,,2,2,Appartement,57,3,,,,,,2.355915,48.839162
2019-1065948,2019-01-07,000001,Vente,680000,6,,RUE DES FOSSES ST MARCEL,3751,75005,75105,Paris 5e Arrondissement,75,,,75105000AS0008,,,37,59.72,,,,,,,,,1,2,Appartement,57,3,,,,,,2.355915,48.839162
2019-1065950,2019-01-11,000001,Vente,416000,3,,RUE DE L ECOLE POLYTECHNIQUE,3095,75005,75105,Paris 5e Arrondissement,75,,,75105000BL0047,,,4,38.19,,,,,,,,,1,2,Appartement,38,2,,,,,,2.347919,48.847445
2019-1065956,2019-01-17,000001,Vente,484800,14,,RUE PASCAL,7076,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0058,,,28,35.54,,,,,,,,,1,2,Appartement,34,3,,,,,,2.349385,48.838427
2019-1065957,2019-01-17,000001,Vente,600000,13,,RUE PASCAL,7076,75005,75105,Paris 5e Arrondissement,75,,,75105000AV0073,,,1,95.76,,,,,,,,,1,4,Local industriel. commercial ou assimilé,70,0,,,,,,2.349798,48.838224
2019-1065958,2019-01-10,000001,Vente,1390000,12,,RUE SOUFFLOT,9041,75005,75105,Paris 5e Arrondissement,75,,,75105000BJ0033,,,18,,6,88.11,,,,,,,2,2,Appartement,77,4,,,,,,2.343225,48.847035
2019-1065959,2019-01-10,000001,Vente,1230000,295,,RUE SAINT JACQUES,8648,75005,75105,Paris 5e Arrondissement,75,,,75105000BE0041,,,123,,,,,,,,,,1,2,Appartement,71,2,,,,,,2.340678,48.839452
2019-1065959,2019-01-10,000001,Vente,1230000,295,,RUE SAINT JACQUES,8648,75005,75105,Paris 5e Arrondissement,75,,,75105000BE0041,,,283,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.340678,48.839452
2019-1065959,2019-01-10,000001,Vente,1230000,295,,RUE SAINT JACQUES,8648,75005,75105,Paris 5e Arrondissement,75,,,75105000BE0041,,,408,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.340678,48.839452
2019-1065959,2019-01-10,000001,Vente,1230000,295,,RUE SAINT JACQUES,8648,75005,75105,Paris 5e Arrondissement,75,,,75105000BE0041,,,404,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.340678,48.839452
2019-1065962,2019-01-11,000001,Vente,610000,63,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0115,,,22,,23,,24,,67,,,,4,2,Appartement,40,3,,,,,,2.352699,48.844139
2019-1065969,2019-01-09,000001,Vente,1154000,5,,RUE DE LA BUCHERIE,1357,75005,75105,Paris 5e Arrondissement,75,,,75105000BQ0078,,,19,84.08,20,,,,,,,,2,2,Appartement,90,5,,,,,,2.348851,48.85134
2019-1065971,2019-01-04,000001,Vente,32500,284,,RUE SAINT JACQUES,8648,75005,75105,Paris 5e Arrondissement,75,,,75105000BG0071,,,80,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.340867,48.841429
2019-1065980,2019-01-11,000001,Vente,480000,22,,RUE SAINT SEVERIN,8760,75005,75105,Paris 5e Arrondissement,75,,,75105000BP0046,,,7,15.39,,,,,,,,,1,2,Appartement,18,1,,,,,,2.345265,48.852462
2019-1065980,2019-01-11,000001,Vente,480000,22,,RUE SAINT SEVERIN,8760,75005,75105,Paris 5e Arrondissement,75,,,75105000BP0046,,,5,,6,,,,,,,,2,2,Appartement,17,1,,,,,,2.345265,48.852462
2019-1065985,2019-01-21,000001,Vente,160000,4,,RUE DU FER A MOULIN,3573,75005,75105,Paris 5e Arrondissement,75,,,75105000AT0030,,,19,30.51,41,,,,,,,,2,4,Local industriel. commercial ou assimilé,32,0,,,,,,2.355906,48.839686
2019-1065988,2019-01-21,000001,Vente,495000,6,,BD DE L HOPITAL,4649,75005,75105,Paris 5e Arrondissement,75,,,75105000AQ0022,,,10,44.46,39,,,,,,,,2,2,Appartement,44,3,,,,,,2.363384,48.842811
2019-1065989,2019-01-03,000001,Vente,350000,68,,RUE LHOMOND,5648,75005,75105,Paris 5e Arrondissement,75,,,75105000AX0051,,,39,35.05,,,,,,,,,1,2,Appartement,39,1,,,,,,2.348434,48.840512
2019-1065992,2019-01-16,000001,Vente,28900,62,,RUE DES ECOLES,3098,75005,75105,Paris 5e Arrondissement,75,,,75105000BO0098,,,46,,,,,,,,,,1,2,Appartement,114,5,,,,,,2.343074,48.850348
2019-1065994,2019-01-22,000001,Vente,590000,47,,RUE CLAUDE BERNARD,2069,75005,75105,Paris 5e Arrondissement,75,,,75105000BE0024,,,46,45.45,73,,,,,,,,2,2,Appartement,38,3,,,,,,2.345454,48.840041
2019-1066004,2019-01-22,000001,Vente,500000,2,,RUE DE MIRBEL,6383,75005,75105,Paris 5e Arrondissement,75,,,75105000AT0010,,,28,38.27,,,,,,,,,1,2,Appartement,32,2,,,,,,2.353193,48.840712
2019-1066006,2019-01-10,000001,Vente,440000,22,,RUE DE LA MONTGN STE GENEVIEVE,6448,75005,75105,Paris 5e Arrondissement,75,,,75105000BL0016,,,1,80.22,,,,,,,,,1,4,Local industriel. commercial ou assimilé,106,0,,,,,,2.348327,48.848408
2019-1066008,2019-01-14,000001,Vente,1264771,3,B,RUE DE L ESSAI,3368,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0059,,,10,92.13,,,,,,,,,1,2,Appartement,92,4,,,,,,2.358117,48.839433
2019-1066008,2019-01-14,000001,Vente,1264771,3,B,RUE DE L ESSAI,3368,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0059,,,38,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.358117,48.839433
2019-1066018,2019-01-18,000001,Vente,610000,20,,RUE LACEPEDE,5220,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0111,,,103,,24,58.42,60,,61,,,,4,2,Appartement,60,3,,,,,,2.352844,48.843952
2019-1066021,2019-01-09,000001,Vente en l'état futur d'achèvement,2463000,25,,RUE POLIVEAU,7576,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0140,,,130,,,,,,,,,,1,,,,,,,,,,2.35922,48.839881
2019-1066021,2019-01-09,000001,Vente en l'état futur d'achèvement,2463000,25,,RUE POLIVEAU,7576,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0140,,,117,117.63,,,,,,,,,1,,,,,,,,,,2.35922,48.839881
2019-1066021,2019-01-09,000001,Vente en l'état futur d'achèvement,2463000,25,,RUE POLIVEAU,7576,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0140,,,148,,,,,,,,,,1,,,,,,,,,,2.35922,48.839881
2019-1066021,2019-01-09,000001,Vente en l'état futur d'achèvement,2463000,25,,RUE POLIVEAU,7576,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0140,,,114,26.38,,,,,,,,,1,,,,,,,,,,2.35922,48.839881
2019-1066024,2019-01-16,000001,Vente,1030000,14,,RUE DE LANNEAU,5325,75005,75105,Paris 5e Arrondissement,75,,,75105000BM0031,,,105,64.17,5,,,,,,,,2,2,Appartement,63,3,,,,,,2.346691,48.848643
2019-1066029,2019-01-15,000001,Vente,177000,8,,AV DES GOBELINS,4209,75005,75105,Paris 5e Arrondissement,75,,,75105000AV0062,,,108,11.88,,,,,,,,,1,2,Appartement,12,1,,,,,,2.350497,48.837855
2019-1066035,2019-01-24,000001,Vente,695000,24,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AI0012,,,32,,9,53.69,,,,,,,2,2,Appartement,50,3,,,,,,2.351119,48.846895
