id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2014-1078034,2014-01-06,000001,Vente,100000,75,,RUE LEGENDRE,5473,75017,75117,Paris 17e Arrondissement,75,,,75117000CR0030,,,42,11.8,,,,,,,,,1,4,Local industriel. commercial ou assimilé,20,0,,,,,,2.319435,48.887371
2014-1078034,2014-01-06,000001,Vente,100000,41,,RUE BOURSAULT,1214,75017,75117,Paris 17e Arrondissement,75,,,75117000CQ0048,,,57,13.84,,,,,,,,,1,2,Appartement,14,1,,,,,,2.318869,48.88474
2014-1078035,2014-01-08,000001,Vente,215000,12,,RUE GUILLAUME TELL,4392,75017,75117,Paris 17e Arrondissement,75,,,75117000AX0114,,,18,,31,34.03,,,,,,,2,2,Appartement,43,2,,,,,,2.293803,48.883987
2014-1078036,2014-01-07,000001,Vente,346270,52,B,RUE GAUTHEY,3992,75017,75117,Paris 17e Arrondissement,75,,,75117000DH0110,,,33,41.58,49,,,,,,,,2,2,Appartement,40,2,,,,,,2.322042,48.893199
2014-1078037,2014-01-06,000001,Vente,690000,42,,RUE DE LEVIS,5642,75017,75117,Paris 17e Arrondissement,75,,,75117000CJ0010,,,33,,34,,8,70.1,,,,,3,2,Appartement,70,3,,,,,,2.314523,48.88331
2014-1078038,2014-01-06,000002,Vente,30000,38,,RUE DE LEVIS,5642,75017,75117,Paris 17e Arrondissement,75,,,75117000CJ0011,,,57,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.314806,48.883315
2014-1078039,2014-01-07,000001,Vente,356300,41,,RUE LAUGIER,5391,75017,75117,Paris 17e Arrondissement,75,,,75117000AN0078,,,5,37.06,,,,,,,,,1,2,Appartement,40,2,,,,,,2.29445,48.881948
2014-1078040,2014-01-06,000001,Vente,498000,2,,RUE TORRICELLI,9350,75017,75117,Paris 17e Arrondissement,75,,,75117000AP0040,,,108,,95,57.06,,,,,,,2,2,Appartement,16,1,,,,,,2.29123,48.880085
2014-1078040,2014-01-06,000001,Vente,498000,2,,RUE TORRICELLI,9350,75017,75117,Paris 17e Arrondissement,75,,,75117000AP0040,,,96,,,,,,,,,,1,2,Appartement,33,2,,,,,,2.29123,48.880085
2014-1078041,2014-01-06,000001,Vente,155000,90,,RUE DE LEVIS,5642,75017,75117,Paris 17e Arrondissement,75,,,75117000CH0062,,,8,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.311998,48.884942
2014-1078041,2014-01-06,000001,Vente,155000,90,,RUE DE LEVIS,5642,75017,75117,Paris 17e Arrondissement,75,,,75117000CH0062,,,6,21.88,,,,,,,,,1,2,Appartement,22,1,,,,,,2.311998,48.884942
2014-1078042,2014-01-10,000001,Vente,71030,21,,RUE JEAN BAPTISTE DUMAS,4851,75017,75117,Paris 17e Arrondissement,75,,,75117000AW0051,,,41,21.33,,,,,,,,,1,3,Dépendance,,0,,,,,,2.292573,48.883613
2014-1078043,2014-01-03,000001,Vente,230000,12,,RUE GUILLAUME TELL,4392,75017,75117,Paris 17e Arrondissement,75,,,75117000AX0114,,,34,,4,,,,,,,,2,2,Appartement,20,1,,,,,,2.293803,48.883987
2014-1078044,2014-01-07,000001,Vente,200000,24,,RUE POUCHET,7766,75017,75117,Paris 17e Arrondissement,75,,,75117000DH0008,,,4,33.35,86,,,,,,,,2,2,Appartement,32,2,,,,,,2.319731,48.892707
2014-1078045,2014-01-10,000001,Vente,240000,6,,RUE JEAN LECLAIRE,4907,75017,75117,Paris 17e Arrondissement,75,,,75117000DN0131,,,4,34.8,,,,,,,,,1,2,Appartement,27,2,,,,,,2.325682,48.893719
2014-1078046,2014-01-16,000001,Vente,575000,99,,AV DE CLICHY,2112,75017,75117,Paris 17e Arrondissement,75,,,75117000DJ0044,,,12,62.38,,,,,,,,,1,2,Appartement,58,2,,,,,,2.322377,48.889094
2014-1078047,2014-01-15,000001,Vente,870000,116,,BD MALESHERBES,5951,75017,75117,Paris 17e Arrondissement,75,,,75117000BR0075,,,2,,,,,,,,,,1,2,Appartement,115,5,,,,,,2.308861,48.884238
2014-1078048,2014-01-02,000001,Vente,225000,6,,RUE DE LEVIS,5642,75017,75117,Paris 17e Arrondissement,75,,,75117000CK0039,,,108,20.03,73,,,,,,,,2,2,Appartement,19,1,,,,,,2.316588,48.881887
2014-1078049,2014-01-03,000001,Vente,460000,31,,AV DE SAINT OUEN,8718,75017,75117,Paris 17e Arrondissement,75,,,75117000DL0168,,,119,58.08,137,,,,,,,,2,2,Appartement,12,1,,,,,,2.326004,48.889465
2014-1078049,2014-01-03,000001,Vente,460000,31,,AV DE SAINT OUEN,8718,75017,75117,Paris 17e Arrondissement,75,,,75117000DL0168,,,120,58.08,,,,,,,,,1,2,Appartement,46,3,,,,,,2.326004,48.889465
2014-1078050,2014-01-10,000001,Vente,199000,16,,BD DES BATIGNOLLES,0719,75017,75117,Paris 17e Arrondissement,75,,,75117000CM0070,,,18,22.36,,,,,,,,,1,2,Appartement,23,1,,,,,,2.325584,48.883385
2014-1078051,2014-01-07,000001,Vente,230000,16,,RUE GAUTHEY,3992,75017,75117,Paris 17e Arrondissement,75,,,75117000DH0144,,,6,30.22,,,,,,,,,1,2,Appartement,31,2,,,,,,2.320658,48.89169
2014-1078052,2014-01-10,000001,Vente,80600,5,,RUE MARCEL RENAULT,6007,75017,75117,Paris 17e Arrondissement,75,,,75117000AO0019,,,20,8.46,,,,,,,,,1,2,Appartement,9,1,,,,,,2.293026,48.879632
2014-1078053,2014-01-13,000001,Vente,67000,15,,RUE GAUTHEY,3992,75017,75117,Paris 17e Arrondissement,75,,,75117000DH0085,,,34,9.19,,,,,,,,,1,2,Appartement,18,1,,,,,,2.320192,48.891799
2014-1078054,2014-01-13,000001,Vente,18400,138,,RUE DE COURCELLES,2387,75017,75117,Paris 17e Arrondissement,75,,,75117000BJ0071,,,17,,,,,,,,,,1,2,Appartement,145,5,,,,,,2.300645,48.882002
2014-1078055,2014-01-17,000001,Vente,583000,21,,RUE DE LA FELICITE,3549,75017,75117,Paris 17e Arrondissement,75,,,75117000CG0042,,,19,,9,,,,,,,,2,2,Appartement,78,3,,,,,,2.310214,48.887197
2014-1078056,2014-01-10,000001,Vente,413974,34,,RUE LEGENDRE,5473,75017,75117,Paris 17e Arrondissement,75,,,75117000CJ0030,,,108,23.3,,,,,,,,,1,2,Appartement,23,1,,,,,,2.314529,48.884181
2014-1078056,2014-01-10,000001,Vente,413974,34,,RUE LEGENDRE,5473,75017,75117,Paris 17e Arrondissement,75,,,75117000CJ0030,,,109,25.5,,,,,,,,,1,2,Appartement,25,1,,,,,,2.314529,48.884181
2014-1078057,2014-01-15,000001,Vente,35000,71,,RUE LEGENDRE,5473,75017,75117,Paris 17e Arrondissement,75,,,75117000CR0044,,,86,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.318739,48.887139
2014-1078058,2014-01-10,000001,Vente,375000,133,,AV DE SAINT OUEN,8718,75017,75117,Paris 17e Arrondissement,75,,,75117000DQ0223,,,23,,8,56.8,,,,,,,2,2,Appartement,58,3,,,,,,2.328231,48.89633
2014-1078059,2014-01-04,000001,Vente,168000,157,,RUE DE ROME,8339,75017,75117,Paris 17e Arrondissement,75,,,75117000CI0008,,,17,,,,,,,,,,1,2,Appartement,26,1,,,,,,2.314954,48.886714
2014-1078060,2014-01-15,000001,Vente,37000,1,,RUE AUMONT THIEVILLE,0576,75017,75117,Paris 17e Arrondissement,75,,,75117000AW0073,,,51,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.289465,48.88367
2014-1078061,2014-01-06,000001,Vente,257000,15,,RUE DAUTANCOURT,2597,75017,75117,Paris 17e Arrondissement,75,,,75117000DL0110,,,26,,42,39.44,,,,,,,2,2,Appartement,38,3,,,,,,2.324054,48.889653
2014-1078062,2014-01-09,000001,Vente,120000,12,,RUE DU GENERAL HENRYS,4047,75017,75117,Paris 17e Arrondissement,75,,,75117000DQ0020,,,118,23.78,,,,,,,,,1,2,Appartement,29,1,,,,,,2.326236,48.897246
2014-1078063,2014-01-02,000001,Vente,765000,59,,RUE TRUFFAUT,9487,75017,75117,Paris 17e Arrondissement,75,,,75117000CP0064,,,14,,15,,17,,,,,,3,2,Appartement,33,2,,,,,,2.31961,48.886777
2014-1078063,2014-01-02,000001,Vente,765000,59,,RUE TRUFFAUT,9487,75017,75117,Paris 17e Arrondissement,75,,,75117000CP0064,,,14,,15,,16,,,,,,3,2,Appartement,20,1,,,,,,2.31961,48.886777
2014-1078064,2014-01-10,000001,Vente,1200000,169,,BD PEREIRE,7258,75017,75117,Paris 17e Arrondissement,75,,,75117000AN0003,,,913,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.292273,48.881907
2014-1078064,2014-01-10,000001,Vente,1200000,9,,RUE FARADAY,3506,75017,75117,Paris 17e Arrondissement,75,,,75117000AN0003,,,905,123.53,,,,,,,,,1,2,Appartement,115,5,,,,,,2.292273,48.881907
2014-1078065,2014-01-23,000001,Vente,50000,60,,RUE DE LEVIS,5642,75017,75117,Paris 17e Arrondissement,75,,,75117000CH0048,,,154,,23,,,,,,,,2,2,Appartement,55,3,,,,,,2.313525,48.88406
2014-1078066,2014-01-10,000001,Vente,349000,17,,RUE DES ACACIAS,0045,75017,75117,Paris 17e Arrondissement,75,,,75117000AG0076,,,121,36.08,,,,,,,,,1,2,Appartement,37,1,,,,,,2.291169,48.877072
2014-1078067,2014-01-07,000001,Vente,89000,24,,PAS CARDINET,1549,75017,75117,Paris 17e Arrondissement,75,,,75117000CG0171,,,24,11.12,,,,,,,,,1,2,Appartement,12,1,,,,,,2.312009,48.886334
2014-1078068,2014-01-10,000001,Vente,1430000,47,,AV DE VILLIERS,9841,75017,75117,Paris 17e Arrondissement,75,,,75117000BN0039,,,22,161.43,41,,42,,,,,,3,2,Appartement,157,6,,,,,,2.307327,48.882998
2014-1078069,2014-01-09,000001,Vente,415000,6,,PL TRISTAN BERNARD,9449,75017,75117,Paris 17e Arrondissement,75,,,75117000AP0011,,,40,47.03,,,,,,,,,1,2,Appartement,50,3,,,,,,2.290731,48.879736
