id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2016-1236359,2016-01-15,000001,Vente,815000,55,,RUE DE SEINE,8913,75006,75106,Paris 6e Arrondissement,75,,,75106000AC0005,,,26,76.3,,,,,,,,,1,2,Appartement,73,3,,,,,,2.337186,48.854694
2016-1236361,2016-01-12,000001,Vente,60000,99,,RUE DE SEVRES,8955,75006,75106,Paris 6e Arrondissement,75,,,75106000BD0035,,,1484,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.321273,48.84818
2016-1236362,2016-01-06,000001,Vente,210000,10,,RUE JEAN FERRANDI,4887,75006,75106,Paris 6e Arrondissement,75,,,75106000AZ0018,,,168,17.75,169,,,,,,,,2,2,Appartement,16,1,,,,,,2.323057,48.846965
2016-1236374,2016-01-08,000001,Vente,160000,13,,RUE DUPIN,3001,75006,75106,Paris 6e Arrondissement,75,,,75106000BE0037,,,18,16.39,,,,,,,,,1,2,Appartement,35,2,,,,,,2.325589,48.849763
2016-1236375,2016-01-18,000001,Vente,750000,53,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0026,,,1,47.82,157,21.98,52,46.55,,,,,3,4,Local industriel. commercial ou assimilé,189,0,,,,,,2.322734,48.844705
2016-1236379,2016-01-18,000001,Vente,200000,36,,RUE DE BUCI,1360,75006,75106,Paris 6e Arrondissement,75,,,75106000BJ0018,,,51,3.69,,,,,,,,,1,4,Local industriel. commercial ou assimilé,67,0,,,,,,2.335896,48.8535
2016-1236379,2016-01-18,000001,Vente,200000,36,,RUE DE BUCI,1360,75006,75106,Paris 6e Arrondissement,75,,,75106000BJ0018,,,52,18.24,,,,,,,,,1,4,Local industriel. commercial ou assimilé,14,0,,,,,,2.335896,48.8535
2016-1236380,2016-01-08,000001,Vente,903000,4,B,RUE DES BEAUX ARTS,0801,75006,75106,Paris 6e Arrondissement,75,,,75106000BM0058,,,9,56.47,,,,,,,,,1,2,Appartement,60,3,,,,,,2.335926,48.85651
2016-1236381,2016-01-29,000001,Vente,95000,11,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000BC0012,,,110,10.68,,,,,,,,,1,2,Appartement,10,1,,,,,,2.318529,48.846152
2016-1236382,2016-01-19,000001,Vente,52000,90,,RUE D ASSAS,0499,75006,75106,Paris 6e Arrondissement,75,,,75106000AS0014,,,243,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.332899,48.843597
