x;y;Station;prix_moyen_2014;prix_moyen_2015;prix_moyen_2016;prix_moyen_2017;prix_moyen_2018;prix_moyen_2019;prix_moyen_global;Correspondance_1;Correspondance_2;Correspondance_3;Correspondance_4;Correspondance_5;Trafic;nb_lignes
647598.9541;6862171.635;PASSY;9374.9012901751;8818.8530097718;9758.89169172665;10153.8298571352;11267.8117571917;11451.8173258779;10137.684155313;6;;;;;3187985;1
649552.3554;6860522.49654999;PASTEUR;8799.16948886119;8625.87375399221;8982.7496514768;9119.45983704254;9289.37151343594;10366.6945163326;9197.21979352354;6;12;;;;4493457;2
656100.7414;6863323.2148;PELLEPORT;6540.59514506248;6607.13918459038;6668.63432286002;7227.77347766687;7903.59406734839;8592.3761030806;7256.68538343479;3bis;;;;;329597;1
655009.0592;6862714.26385;PERE LACHAISE;7584.18548854106;7459.19049882792;7742.44700046359;8543.32657102398;8343.21159356892;8901.22134316;8095.59708259758;2;3;;;;4724592;2
648500.0697;6865215.7477;PEREIRE-LEVALLOIS;8583.5231018267;8258.09995165317;8480.13531117173;9580.25196957074;10380.7693062289;9795.13956645349;9179.65320115079;3;;;;;4446732;1
649943.7106;6859536.3792;PERNETY;8108.8768374304;7922.14293129255;8151.31348620431;8755.4984468456;8970.38896880774;9969.72155355412;8646.32370402245;13;;;;;3050541;1
655224.2451;6862220.8679;PHILIPPE AUGUSTE;7466.37434175452;7312.85011493628;7734.63166615394;8649.76964964794;9039.45815006831;9561.36283660172;8294.07445986045;2;;;;;1763562;1
656061.0276;6860723.8589;PICPUS;7605.7174807776;7541.83092928181;7776.07208395652;8022.14947175693;8933.72670882138;9220.31240234707;8183.30151282355;6;;;;;1302314;1
651391.7235;6864919.25395;PIGALLE;8785.06607808285;8298.54007882656;8665.56483066312;9636.46531942526;10472.5938625179;10897.8977570366;9459.35465442539;2;12;;;;5599495;2
652708.712533333;6859199.00653333;PLACE D'ITALIE;7890.03610797129;7552.95388849951;7931.04836374647;8134.60662725626;8165.20042481202;8779.77385853877;8075.60321180406;5;6;7;;;10577276;3
650685.47015;6865064.78274999;PLACE DE CLICHY;8351.46765571867;7779.51475551585;8503.74127415189;9516.99335929374;9473.09782608957;10580.5780467933;9034.23215292718;2;13;;;;8020440;2
655481.379149999;6864266.2419;PLACE DES FETES;6739.53462216134;5460.13676902912;6579.42746396183;7481.85354992899;7838.422512336;8269.3841239784;7061.45984023261;7bis;11;;;;2921564;2
652458.3099;6860508.2454;PLACE MONGE (JARDIN DES PLANTES);12533.5265984153;9718.34538454832;10193.8041092824;10578.0646315646;11404.2069433251;11173.6557265092;10933.6005656075;7;;;;;2828772;1
649651.2929;6859304.204;PLAISANCE;7815.41098333248;7657.70369571366;8155.34344445679;8006.9076830581;8667.07209569974;9897.93074297235;8366.72810753885;13;;;;;4784211;1
652274.7082;6864331.6119;POISSONNIERE;7913.75857397834;7881.85161262116;8218.51104665098;8979.10337568337;9750.56541827437;10324.4761047618;8844.71102199501;7;;;;;3466034;1
652830.3951;6861695.9829;PONT-MARIE (CITE DES ARTS);11289.4280827453;11041.4301920656;11415.957849719;12056.4197048441;15113.6825636931;14501.4049106029;12569.7205506117;7;;;;;1733641;1
651739.5237;6862258.5537;PONT-NEUF (LA MONNAIE);9989.81247845626;11107.6706524728;10725.9319141936;12404.4332472191;13357.1705118631;12235.6124679205;11636.7718786875;7;;;;;1546517;1
645529.7326;6861136.8657;PORTE D'AUTEUIL;8352.36895975645;8503.38506643457;7442.17422445064;10071.4688403585;9846.06693569569;10476.6509863188;9115.35250216913;10;;;;;622094;1
652985.99;6857874.877;PORTE D'ITALIE;6402.91586436203;6550.90347955708;6923.64634275593;7077.00149437631;7098.86743801801;7542.31312673943;6932.6079576348;7;;;;;2363639;1
653691.6801;6858106.3134;PORTE D'IVRY;5561.24286318085;6298.29245670906;17492.9803377883;6599.28839165869;6752.64621790528;7476.12424483699;8363.42908534654;7;;;;;1901960;1
650484.043;6858361.4233;PORTE D'ORLEANS;7998.52081044986;7232.13421480624;7985.39561237249;8777.24854407336;8735.65833582086;8808.95795013803;8256.31924461014;4;;;;;6259225;1
646972.7506;6863736.1283;PORTE DAUPHINE;9331.87717133559;9613.95079406033;9618.50978791468;10244.2740825045;10990.5416925881;11828.9511946253;10271.3507871714;2;;;;;2932159;1
656572.0977;6862892.6803;PORTE DE BAGNOLET;6644.30581074186;6822.68915917487;7054.00382509205;7283.55231088596;7786.57732228881;8466.29195713608;7342.90339755327;3;;;;;4020800;1
648123.8929;6865318.8375;PORTE DE CHAMPERRET;8348.35389158332;8139.97541823236;8643.39397020772;9196.83471341875;10084.3012899322;10364.9635257746;9129.63713485817;3;;;;;3189251;1
656062.6699;6859400.7586;PORTE DE CHARENTON;7095.35929546937;7014.29567685442;7125.86184900138;7585.33465863821;8124.62546348279;7844.38697672521;7464.97732002856;8;;;;;2105924;1
653340.9723;6857944.6053;PORTE DE CHOISY;6034.31847800545;6164.79268219001;6393.94766644195;6431.2366557561;6420.34434076813;7208.73061527482;6442.22840640608;7;;;;;2598026;1
649685.9141;6866245.7339;PORTE DE CLICHY;7725.21479780622;6763.60241700004;7473.62849014543;8097.14459486039;10376.1170091774;9385.82977504576;8303.58951400589;13;;;;;4495978;1
651967.2227;6866576.6415;PORTE DE CLIGNANCOURT;6833.23197089743;6561.27440827265;6611.46859306632;7653.03189625448;8238.64816220303;8504.17683270437;7400.30531056638;4;;;;;8393535;1
653041.8705;6866550.3731;PORTE DE LA CHAPELLE;5605.88732539493;5693.42838291286;5975.12609244829;6290.5207270876;5489.65910576653;7148.09161334684;6033.78554115951;12;;;;;2379751;1
654948.2026;6866551.3039;PORTE DE LA VILLETTE;5396.72739171752;5671.40703000415;6055.56670491419;6672.93307512444;7044.90093819781;8654.12709203846;6582.61037199943;7;;;;;4159555;1
656753.3202;6861661.8646;PORTE DE MONTREUIL;5811.4907532693;6024.08506905378;6430.99775437643;7497.06801832706;6998.46721041224;7786.82275635711;6758.15526029932;9;;;;;4344016;1
655424.858;6865559.4508;PORTE DE PANTIN;6450.86898341153;6390.24670796362;6275.91611076749;6571.5717068997;7375.48968578336;7687.27145706216;6791.89410864798;5;;;;;5615256;1
645473.5838;6860024.2597;PORTE DE SAINT-CLOUD;7632.07031508165;7714.94956057942;7458.31759813785;8232.98714522501;8596.29024673918;9545.7919089953;8196.73446245973;9;;;;;5174694;1
650801.1471;6866583.3841;PORTE DE SAINT-OUEN;6716.68883307761;6414.17861147397;6906.66475591808;7705.28220631701;7893.93386491608;9373.79024405142;7501.75641929236;13;;;;;3761155;1
649016.968;6858861.6144;PORTE DE VANVES;6927.23667257782;6770.99015166948;7630.5368642361;7753.24304483345;7981.64345414985;8603.58682725741;7611.20616912068;13;;;;;4660158;1
647736.0144;6859390.48299999;PORTE DE VERSAILLES;7047.04501768637;6570.98685757599;7880.12002106221;7944.69036452015;7526.12267469048;7872.60607098064;7473.59516775264;12;;;;;5823995;1
656712.3513;6860952.126;PORTE DE VINCENNES;7108.53886487543;6937.18801128423;7408.15753766622;7511.86569268952;8592.70787195642;8032.15890275726;7598.43614687151;1;;;;;7633984;1
656477.94175;6864288.08465;PORTE DES LILAS;5961.62711768659;5997.26577281583;5693.89708351697;6450.79837066518;7006.42641578098;7662.43408241881;6462.07480714739;3bis;11;;;;3439385;2
656352.887;6859578.9511;PORTE DOREE;7095.07111501163;7167.08399683429;7126.31584406205;7667.61728769437;8045.15288091698;7933.27728684541;7505.75306856079;8;;;;;2763236;1
647424.8025;6864408.6314;PORTE MAILLOT;8247.88172658283;8904.30602140055;8888.19724326809;9510.13110878664;9961.82331531991;10536.4083060628;9341.45795357015;1;;;;;8226552;1
655918.6953;6864609.5836;PRE SAINT-GERVAIS;5923.30764967572;5799.44314227111;5888.87969197991;6496.38728705953;6885.70571330319;7355.32541647092;6391.50815012673;7bis;;;;;386948;1
651161.5128;6863085.1625;PYRAMIDES;10860.0960635509;11962.8532930552;10336.3072904029;12736.585650045;13503.520525661;16266.9057582829;12611.0447634996;7;14;;;;6069724;2
654913.7648;6863937.4476;PYRENEES;6720.74502122215;5913.14756437828;6456.55788320621;7529.00215571823;7964.16812266706;8542.9058049187;7187.75442535177;11;;;;;2920049;1
653965.0895;6859848.72399999;QUAI DE LA GARE;5952.51108062937;7014.9221757681;8568.15662234279;8116.34320599158;8149.22125530045;8105.15107319839;7651.05090220511;6;;;;;3033927;1
653463.2581;6860905.8001;QUAI DE LA RAPEE;8853.9245644332;8373.17601282683;7968.63609969268;8098.69390869584;9303.25961285009;10527.548184007;8854.20639708428;5;;;;;1155002;1
651308.6039;6863488.8496;QUATRE SEPTEMBRE;10282.9570049755;10865.6189960885;9642.91192874569;10761.6406022337;12914.7110245432;15609.4449323051;11679.5474148153;3;;;;;1997741;1
652568.2852;6862546.5161;RAMBUTEAU;10075.2920050794;9670.31943387756;9597.98141092693;11889.5822448726;11838.8802385642;12884.321952733;10992.7295476756;11;;;;;3219510;1
646444.7925;6861963.8329;RANELAGH;9029.94156450602;8729.19080398359;9050.66247862345;9474.74096973848;10298.5393249674;10846.8571826602;9571.65538741322;9;;;;;2314539;1
650878.8981;6860087.4642;RASPAIL;9480.56973968333;9595.25823006778;12162.3844320066;9445.16269264391;9443.44222283872;12073.5501717411;10366.7279148302;4;6;;;;1887146;2
652482.48185;6863103.21705;REAUMUR-SEBASTOPOL;9240.07113368367;9269.41081168334;9323.90920379989;9729.52935724339;10414.0817163914;11619.0681443358;9932.67839452293;3;4;;;;5291106;2
650669.7472;6861144.9041;RENNES;11059.1704735607;11596.4390263671;11979.7478155217;12405.6540024395;13598.4853011133;15002.7788927143;12607.0459186194;12;;;;;1181641;1
653352.13412;6863210.90807999;REPUBLIQUE;8693.16845155621;8493.07208275761;8792.43641238115;9552.71619420455;9538.56182962985;10298.2618999989;9228.03614508805;3;5;8;9;11;16596521;5
654991.01925;6860971.6649;REUILLY-DIDEROT;7834.83709985639;7690.63295231702;7680.30538101318;8459.46642276962;8819.89249333326;8739.38828759853;8204.087106148;1;8;;;;6328040;2
653918.3594;6862387.573;RICHARD LENOIR;8535.75374273651;7877.93490184026;8270.07811725933;9926.7938839461;10205.6306807715;10570.4227665002;9231.10234884234;5;;;;;2422197;1
651520.16805;6863752.20255;RICHELIEU-DROUOT;10071.0885487882;9859.02060913524;8958.1521779623;9769.07541359362;10593.7755314191;14101.4880874677;10558.766728061;8;9;;;;5014491;2
654111.394;6865543.4601;RIQUET;6003.49797162457;5794.6648598883;6235.37519313366;6672.36809061304;7168.32335815552;7686.63538843047;6593.47747697426;7;;;;;2312581;1
650224.5081;6864903.8302;ROME;8856.77585653048;8247.70496953026;8736.36066021163;9817.88271756109;9787.92469826017;10826.5321558124;9378.86350965101;2;;;;;2753714;1
647040.651;6862902.3761;RUE DE LA POMPE (AVENUE GEORGES MANDEL);9682.2687581157;9369.25319269814;9827.10884552054;10362.755524111;11190.2778113318;11840.2458192786;10378.6516585093;9;;;;;3004505;1
655193.1503;6861537.1145;RUE DES BOULETS;7759.35754652091;7521.43144459385;7702.00091078723;8467.91652292538;9140.39031398306;9558.71186919885;8358.30143466822;9;;;;;2583609;1
650524.602;6861934.8835;RUE DU BAC;12961.2104471572;12799.3776897816;13795.4856348139;14990.3413173631;17155.9764348444;16537.2988653717;14706.6150648887;12;;;;;2304665;1
654126.2223;6862513.3167;SAINT-AMBROISE;7989.52383596091;7575.36468962486;8141.43062944836;9119.0277331377;9713.9091829044;9908.39335171025;8741.27490379775;9;;;;;2977955;1
650223.5598;6864051.0893;SAINT-AUGUSTIN;13372.0433517662;8382.07482808612;9261.88122135311;10647.5848335972;11069.0241413337;12740.3622304463;10912.1617677638;9;;;;;3052723;1
656320.4457;6863728.6864;SAINT-FARGEAU;6196.19922235736;6025.44014643185;6057.12273789851;6929.94619215784;7639.01912705748;8102.49060036525;6825.03633771138;3bis;;;;;716699;1
649691.21;6861485.1179;SAINT-FRANCOIS-XAVIER;10946.5436513982;10929.0553318245;11739.8901571028;11758.9146099471;13330.8253771744;13948.7156437483;12108.9907951992;13;;;;;1701996;1
651417.8007;6864470.9482;SAINT-GEORGES;9015.4556939078;8560.73175117519;8528.25625526016;9703.6570187825;11097.5870061363;11670.552822958;9762.70675803666;12;;;;;1135274;1
651114.5388;6861726.1589;SAINT-GERMAIN-DES-PRES;12398.2382158214;12699.1856889887;11922.5259272186;14205.6466293276;15522.8618114058;15644.6152689492;13732.1789236185;4;;;;;3866889;1
651341.5779;6859409.3229;SAINT-JACQUES;8323.04418570405;8433.51640353498;7007.99223733468;8646.46923665441;9456.31945756571;10128.7742638779;8666.01929744529;6;;;;;1954772;1
650499.156025;6864141.752275;SAINT-LAZARE;12347.5544793657;8236.24176328908;8649.48161370192;11074.6750331753;12499.0186679843;9750.54374887152;10426.2525510646;3;9;12;13;14;46923920;5
653095.9282;6860009.3865;SAINT-MARCEL;5497.11896238323;8556.69005944235;9121.88476702771;9190.155349187;11107.4083150415;10303.7703994722;8962.83797542568;5;;;;;2131369;1
654573.8244;6862850.872;SAINT-MAUR;7683.06929314153;7295.58930556771;7714.34074329485;8512.64896153581;8674.53021538359;9037.98237920183;8153.02681635422;3;;;;;2924501;1
651811.8161;6861659.0529;SAINT-MICHEL;12181.5032003925;11302.5667269563;11581.3678627871;13302.9638722766;13414.3729822243;14211.0453975466;12665.6366736972;4;;;;;6286034;1
653110.2705;6861878.3873;SAINT-PAUL (LE MARAIS);10944.8035505773;10428.4215842588;12581.6339442862;9934.6103591753;13889.6562115708;13934.8441174045;11952.3282945455;1;;;;;6502842;1
649390.9483;6863820.7798;SAINT-PHILIPPE-DU-ROULE;10746.7770878431;11471.9889308005;10871.9936940909;13642.1762552521;12059.6683652515;13030.531495368;11970.522638101;9;;;;;3187997;1
650595.6493;6860969.8856;SAINT-PLACIDE;10857.3521474552;10948.8956049139;11094.2888181105;11716.5398629737;12659.4213065331;13906.8766090365;11863.8957248371;4;;;;;3304968;1
653574.4612;6862534.3482;SAINT-SEBASTIEN FROISSART;9136.59742615001;8729.46762471955;9032.29335909527;9353.85426331697;10911.6236626184;11465.9150145895;9771.62522508163;8;;;;;1685816;1
650927.7173;6861500.1493;SAINT-SULPICE;12181.6739707027;12378.3848793973;12240.6536280418;13953.5918354711;15320.3839682324;15335.0693679365;13568.2929416303;4;;;;;2287634;1
649172.8635;6861003.0844;SEGUR;9118.1900134427;9024.70673243287;9273.11272044641;9727.35290327657;9701.66795935173;11440.1631087383;9714.19890628144;10;;;;;1669348;1
652135.2075;6863228.8943;SENTIER;9393.28220759109;10083.3102517559;9546.77145053434;9843.06073334771;10994.9879343481;11660.6327359634;10253.6742189234;3;;;;;3420249;1
650589.936849999;6861481.33125;SEVRES-BABYLONE;11672.0887612398;12019.9391978516;12585.8392886173;13565.914578763;15275.4187399583;14864.6701153238;13330.6451136256;10;12;;;;5037509;2
649327.7178;6860841.6954;SEVRES-LECOURBE;9185.81023585722;9012.89202964274;9120.53604801209;9679.87718544793;9914.89708339198;11293.3542074039;9701.22779829266;6;;;;;1957206;1
652177.9554;6866190.0425;SIMPLON;6812.13555618798;6451.99645097299;7014.76721780855;7806.67815070016;8366.6730626153;8959.96867163389;7568.70318498648;4;;;;;2366858;1
650339.7683;6862265.6354;SOLFERINO;13317.1098835199;13180.8403793586;13535.7052812949;14980.9689794659;16781.3116112938;16425.3468335675;14703.5471614168;12;;;;;2073832;1
653583.751033333;6865113.31846666;STALINGRAD;6455.18313906805;6559.6292807316;7471.68194580753;7224.71348452494;7943.97285749602;8464.5223420178;7353.28384160766;2;5;7;;;6891050;3
652651.761899999;6863447.445;STRASBOURG-SAINT-DENIS;8614.38094132916;8378.83492569372;8749.32417579399;9110.49808499242;10197.8341837308;11174.4730601557;9370.89089528263;4;8;9;;;9524965;3
653182.1536;6861433.1715;SULLY-MORLAND;10874.6239351155;10392.3147525267;12121.2188756533;11375.0815975482;14141.603408423;13440.0019035837;12057.4740788084;7;;;;;1502672;1
655909.0691;6864106.8825;TELEGRAPHE;6262.23871476169;6024.56135400104;6031.50911671373;6785.86655724954;7299.94162477593;7897.99167459402;6717.01817368266;11;;;;;1823734;1
653163.4882;6863150.7891;TEMPLE;8847.56124152592;8724.26043157711;9234.96098654959;9972.4916907794;9437.68832657862;11418.4145925745;9605.89621159752;3;;;;;1194283;1
648536.2024;6864445.5141;TERNES;9509.41230220912;9912.47073014801;9144.85416222559;10138.8859450119;10517.217708724;10877.4756253857;10016.719412284;2;;;;;3329214;1
652811.918;6858677.1935;TOLBIAC;7363.21715899479;7229.10199993068;7350.65136638763;7850.07319942779;8096.89951780563;8665.8381229529;7759.2968942499;7;;;;;3191066;1
651045.3002;6864239.7516;TRINITE-D'ESTIENNE D'ORVES;9883.70382830691;8693.39159409974;8525.0076332189;10965.4266855275;12857.0939115537;13225.5051548321;10691.6881345898;12;;;;;1876512;1
647685.5171;6862825.7413;TROCADERO;9553.74963585833;9109.77374071441;9648.03575812302;10485.5481757899;11660.4954669181;11839.2725544759;10382.8125553133;6;9;;;;9327124;2
650857.0163;6862909.8123;TUILERIES;12642.6702544404;11086.1653072881;10929.0688993546;13561.5414502933;14461.2041262242;17379.0093752766;13343.2765688129;1;;;;;2614837;1
650191.3229;6861188.8641;VANEAU;10862.1428695327;10548.6661052128;11299.1441123902;11562.3959265649;12376.4924242486;13203.4047215588;11642.0410265847;10;;;;;1028480;1
649744.034;6862088.4335;VARENNE;11079.6457512193;11771.7642129174;12907.5640166073;13037.9902700024;15871.238748605;15781.5120020891;13408.2858335734;13;;;;;1241311;1
648703.4994;6860167.7255;VAUGIRARD (ADOLPHE CHERIOU);8268.96034507768;8019.36583197282;8523.26490205162;8617.00493492859;9112.85179924736;9654.06745790873;8699.2525451978;12;;;;;3445009;1
650753.8774;6860450.3764;VAVIN;9978.25473201087;10014.8344910655;12055.5034250073;11202.52045898;11509.7432964573;13123.495521275;11314.0586541327;4;;;;;2021987;1
647576.3599;6863545.1478;VICTOR HUGO;9798.79339888708;9220.44875796482;9521.65157250184;10020.6909811578;11187.8476844203;11834.4600996898;10263.9820824369;2;;;;;3841033;1
649776.2512;6864787.9506;VILLIERS;8727.6738168402;8568.65920323154;8793.08374025981;9870.65694377919;10169.6648356391;11485.6162078491;9602.55912459983;2;3;;;;5667552;2
649207.5446;6860384.4512;VOLONTAIRES;8254.19828534682;8211.59388152137;8651.92607900001;8725.59527178727;9208.25207461262;9788.05636846423;8806.60366012205;12;;;;;2362771;1
654562.2299;6862113.3974;VOLTAIRE (LEON BLUM);7738.1388440952;7677.77031801453;8103.7162922459;8752.05545878296;9206.17456693341;9858.80132535883;8556.10946757181;9;;;;;4975145;1
649008.6628;6865090.3639;WAGRAM;8756.84869130438;8474.9152088377;8599.65286312794;9658.10909495651;10393.9370524811;10300.0888285397;9363.92528987457;3;;;;;2386255;1
