name,annee,value,category,Correspondance_2,Correspondance_3,Correspondance_4,Correspondance_5,Trafic,nb_lignes,date
 SAINT-PHILIPPE-DU-ROULE , 2017 , 13642 , 9 ,  ,  ,  ,  , 3187997 , 1 , 2017-01-01 
 SAINT-PLACIDE , 2017 , 11716 , 4 ,  ,  ,  ,  , 3304968 , 1 , 2017-01-01 
 SAINT-SEBASTIEN  FROISSART , 2017 , 9353 , 8 ,  ,  ,  ,  , 1685816 , 1 , 2017-01-01 
 SAINT-SULPICE , 2017 , 13953 , 4 ,  ,  ,  ,  , 2287634 , 1 , 2017-01-01 
 SEGUR , 2017 , 9727 , 10 ,  ,  ,  ,  , 1669348 , 1 , 2017-01-01 
 SENTIER , 2017 , 9843 , 3 ,  ,  ,  ,  , 3420249 , 1 , 2017-01-01 
 SEVRES-BABYLONE , 2017 , 13565 , 10 , 12 ,  ,  ,  , 5037509 , 2 , 2017-01-01 
 SEVRES-LECOURBE , 2017 , 9679 , 6 ,  ,  ,  ,  , 1957206 , 1 , 2017-01-01 
 SIMPLON , 2017 , 7806 , 4 ,  ,  ,  ,  , 2366858 , 1 , 2017-01-01 
 SOLFERINO , 2017 , 14980 , 12 ,  ,  ,  ,  , 2073832 , 1 , 2017-01-01 
 STALINGRAD , 2017 , 7224 , 2 , 5 , 7 ,  ,  , 6891050 , 3 , 2017-01-01 
 STRASBOURG-SAINT-DENIS , 2017 , 9110 , 4 , 8 , 9 ,  ,  , 9524965 , 3 , 2017-01-01 
 SULLY-MORLAND , 2017 , 11375 , 7 ,  ,  ,  ,  , 1502672 , 1 , 2017-01-01 
 TELEGRAPHE , 2017 , 6785 , 11 ,  ,  ,  ,  , 1823734 , 1 , 2017-01-01 
 TEMPLE , 2017 , 9972 , 3 ,  ,  ,  ,  , 1194283 , 1 , 2017-01-01 
 TERNES , 2017 , 10138 , 2 ,  ,  ,  ,  , 3329214 , 1 , 2017-01-01 
 TOLBIAC , 2017 , 7850 , 7 ,  ,  ,  ,  , 3191066 , 1 , 2017-01-01 
 TRINITE-D'ESTIENNE  D'ORVES , 2017 , 10965 , 12 ,  ,  ,  ,  , 1876512 , 1 , 2017-01-01 
 TROCADERO , 2017 , 10485 , 6 , 9 ,  ,  ,  , 9327124 , 2 , 2017-01-01 
 TUILERIES , 2017 , 13561 , 1 ,  ,  ,  ,  , 2614837 , 1 , 2017-01-01 
 VANEAU , 2017 , 11562 , 10 ,  ,  ,  ,  , 1028480 , 1 , 2017-01-01 
 VARENNE , 2017 , 13037 , 13 ,  ,  ,  ,  , 1241311 , 1 , 2017-01-01 
 VAUGIRARD  (ADOLPHE  CHERIOU) , 2017 , 8617 , 12 ,  ,  ,  ,  , 3445009 , 1 , 2017-01-01 
 VAVIN , 2017 , 11202 , 4 ,  ,  ,  ,  , 2021987 , 1 , 2017-01-01 
 VICTOR  HUGO , 2017 , 10020 , 2 ,  ,  ,  ,  , 3841033 , 1 , 2017-01-01 
 VILLIERS , 2017 , 9870 , 2 , 3 ,  ,  ,  , 5667552 , 2 , 2017-01-01 
 VOLONTAIRES , 2017 , 8725 , 12 ,  ,  ,  ,  , 2362771 , 1 , 2017-01-01 
 VOLTAIRE  (LEON  BLUM) , 2017 , 8752 , 9 ,  ,  ,  ,  , 4975145 , 1 , 2017-01-01 
 WAGRAM , 2017 , 9658 , 3 ,  ,  ,  ,  , 2386255 , 1 , 2017-01-01 
 ABBESSES , 2018 , 9718 , 12 ,  ,  ,  ,  , 2349588 , 1 , 2018-01-01 
 ALESIA , 2018 , 9273 , 4 ,  ,  ,  ,  , 4764374 , 1 , 2018-01-01 
 ALEXANDRE  DUMAS , 2018 , 8708 , 2 ,  ,  ,  ,  , 3439879 , 1 , 2018-01-01 
 ALMA-MARCEAU , 2018 , 14089 , 9 ,  ,  ,  ,  , 4382709 , 1 , 2018-01-01 
 ANVERS , 2018 , 9599 , 2 ,  ,  ,  ,  , 5643147 , 1 , 2018-01-01 
 ARGENTINE , 2018 , 10629 , 1 ,  ,  ,  ,  , 3026210 , 1 , 2018-01-01 
 ARTS  ET  METIERS , 2018 , 10830 , 3 , 11 ,  ,  ,  , 4011632 , 2 , 2018-01-01 
 ASSEMBLEE  NATIONALE , 2018 , 16307 , 12 ,  ,  ,  ,  , 1063551 , 1 , 2018-01-01 
 AUSTERLITZ , 2018 , 14707 , 5 , 10 ,  ,  ,  , 9887549 , 2 , 2018-01-01 
 AVENUE  EMILE  ZOLA , 2018 , 10006 , 10 ,  ,  ,  ,  , 1479759 , 1 , 2018-01-01 
 AVRON , 2018 , 8432 , 2 ,  ,  ,  ,  , 1871024 , 1 , 2018-01-01 
 BALARD , 2018 , 8389 , 8 ,  ,  ,  ,  , 5626040 , 1 , 2018-01-01 
 BARBES-ROCHECHOUART , 2018 , 8595 , 2 , 4 ,  ,  ,  , 7974496 , 2 , 2018-01-01 
 BASTILLE , 2018 , 11698 , 1 , 5 , 8 ,  ,  , 13151192 , 3 , 2018-01-01 
 BEL-AIR , 2018 , 8534 , 6 ,  ,  ,  ,  , 2247926 , 1 , 2018-01-01 
 BELLEVILLE , 2018 , 8616 , 2 , 11 ,  ,  ,  , 10735544 , 2 , 2018-01-01 
 BERCY , 2018 , 7963 , 6 , 14 ,  ,  ,  , 6311543 , 2 , 2018-01-01 
 BIBLIOTHEQUE  FRANCOIS  MITTERRAND , 2018 , 8010 , 14 ,  ,  ,  ,  , 19754334 , 1 , 2018-01-01 
 BIR-HAKEIM  (GRENELLE) , 2018 , 10278 , 6 ,  ,  ,  ,  , 6903648 , 1 , 2018-01-01 
 BLANCHE , 2018 , 9423 , 2 ,  ,  ,  ,  , 3893362 , 1 , 2018-01-01 
 BOISSIERE , 2018 , 11675 , 6 ,  ,  ,  ,  , 1919511 , 1 , 2018-01-01 
 BOLIVAR , 2018 , 7967 , 7bis ,  ,  ,  ,  , 546780 , 1 , 2018-01-01 
 BONNE  NOUVELLE , 2018 , 10421 , 8 , 9 ,  ,  ,  , 4583027 , 2 , 2018-01-01 
 BOTZARIS , 2018 , 7999 , 7bis ,  ,  ,  ,  , 993450 , 1 , 2018-01-01 
 BOUCICAUT , 2018 , 9027 , 8 ,  ,  ,  ,  , 3152108 , 1 , 2018-01-01 
 BOURSE , 2018 , 11690 , 3 ,  ,  ,  ,  , 3386481 , 1 , 2018-01-01 
 BREGUET-SABIN , 2018 , 11453 , 5 ,  ,  ,  ,  , 1791352 , 1 , 2018-01-01 
 BROCHANT , 2018 , 9574 , 13 ,  ,  ,  ,  , 2984525 , 1 , 2018-01-01 
 BUTTES-CHAUMONT , 2018 , 8017 , 7bis ,  ,  ,  ,  , 545750 , 1 , 2018-01-01 
 BUZENVAL , 2018 , 7862 , 9 ,  ,  ,  ,  , 1941769 , 1 , 2018-01-01 
 CADET , 2018 , 9966 , 7 ,  ,  ,  ,  , 3042484 , 1 , 2018-01-01 
 CAMBRONNE , 2018 , 10188 , 6 ,  ,  ,  ,  , 2524418 , 1 , 2018-01-01 
 CAMPO-FORMIO , 2018 , 8621 , 5 ,  ,  ,  ,  , 1335450 , 1 , 2018-01-01 
 CARDINAL-LEMOINE , 2018 , 11655 , 10 ,  ,  ,  ,  , 1663781 , 1 , 2018-01-01 
 CENSIER-DAUBENTON , 2018 , 10777 , 7 ,  ,  ,  ,  , 3385284 , 1 , 2018-01-01 
 CHAMPS-ELYSEES-CLEMENCEAU , 2018 , 17280 , 1 , 13 ,  ,  ,  , 4006171 , 2 , 2018-01-01 
 CHARDON-LAGACHE , 2018 , 9068 , 10 ,  ,  ,  ,  , 692665 , 1 , 2018-01-01 
 CHARLES  DE  GAULLE  ETOILE , 2018 , 10695 , 1 , 2 , 6 ,  ,  , 7296559 , 3 , 2018-01-01 
 CHARLES  MICHELS , 2018 , 9454 , 10 ,  ,  ,  ,  , 4601730 , 1 , 2018-01-01 
 CHARONNE , 2018 , 9300 , 9 ,  ,  ,  ,  , 3652338 , 1 , 2018-01-01 
 CHATEAU  D'EAU , 2018 , 10022 , 4 ,  ,  ,  ,  , 3878260 , 1 , 2018-01-01 
 CHATEAU  ROUGE , 2018 , 8273 , 4 ,  ,  ,  ,  , 7306788 , 1 , 2018-01-01 
 CHATEAU-LANDON , 2018 , 8669 , 7 ,  ,  ,  ,  , 1759434 , 1 , 2018-01-01 
 CHATELET , 2018 , 13220 , 1 , 4 , 7 , 11 , 14 , 10766712 , 5 , 2018-01-01 
 CHAUSSEE  D'ANTIN  (LA  FAYETTE) , 2018 , 15702 , 7 , 9 ,  ,  ,  , 7312371 , 2 , 2018-01-01 
 CHEMIN  VERT , 2018 , 11604 , 8 ,  ,  ,  ,  , 1527533 , 1 , 2018-01-01 
 CHEVALERET , 2018 , 8175 , 6 ,  ,  ,  ,  , 3426306 , 1 , 2018-01-01 
 CITE , 2018 , 13475 , 4 ,  ,  ,  ,  , 1740572 , 1 , 2018-01-01 
 CLUNY-LA-SORBONNE , 2018 , 12544 , 10 ,  ,  ,  ,  , 2232036 , 1 , 2018-01-01 
 COLONEL  FABIEN , 2018 , 8236 , 2 ,  ,  ,  ,  , 4511921 , 1 , 2018-01-01 
 COMMERCE , 2018 , 9760 , 8 ,  ,  ,  ,  , 2864592 , 1 , 2018-01-01 
 CONCORDE , 2018 , 14307 , 1 , 8 , 12 ,  ,  , 6115023 , 3 , 2018-01-01 
 CONVENTION , 2018 , 8675 , 12 ,  ,  ,  ,  , 5275717 , 1 , 2018-01-01 
 CORENTIN  CARIOU , 2018 , 6930 , 7 ,  ,  ,  ,  , 2766678 , 1 , 2018-01-01 
 CORVISART , 2018 , 8667 , 6 ,  ,  ,  ,  , 2512122 , 1 , 2018-01-01 
 COUR  SAINT-EMILION , 2018 , 7978 , 14 ,  ,  ,  ,  , 6043808 , 1 , 2018-01-01 
 COURCELLES , 2018 , 10924 , 2 ,  ,  ,  ,  , 2557929 , 1 , 2018-01-01 
 COURONNES , 2018 , 8501 , 2 ,  ,  ,  ,  , 2897777 , 1 , 2018-01-01 
 CRIMEE , 2018 , 6896 , 7 ,  ,  ,  ,  , 5431969 , 1 , 2018-01-01 
 DANUBE , 2018 , 7386 , 7bis ,  ,  ,  ,  , 547896 , 1 , 2018-01-01 
 DAUMESNIL , 2018 , 8338 , 6 , 8 ,  ,  ,  , 4954004 , 2 , 2018-01-01 
 DENFERT-ROCHEREAU , 2018 , 8556 , 4 , 6 ,  ,  ,  , 3911586 , 2 , 2018-01-01 
 DUGOMMIER , 2018 , 8076 , 6 ,  ,  ,  ,  , 2579556 , 1 , 2018-01-01 
 DUPLEIX , 2018 , 10233 , 6 ,  ,  ,  ,  , 3221871 , 1 , 2018-01-01 
 DUROC , 2018 , 11494 , 10 , 13 ,  ,  ,  , 3596220 , 2 , 2018-01-01 
 ECOLE  MILITAIRE , 2018 , 12960 , 8 ,  ,  ,  ,  , 4468169 , 1 , 2018-01-01 
 EDGAR  QUINET , 2018 , 10617 , 6 ,  ,  ,  ,  , 2142333 , 1 , 2018-01-01 
 EGLISE  D'AUTEUIL , 2018 , 9180 , 10 ,  ,  ,  ,  , 169939 , 1 , 2018-01-01 
 ETIENNE-MARCEL , 2018 , 11014 , 4 ,  ,  ,  ,  , 2676549 , 1 , 2018-01-01 
 EUROPE , 2018 , 10591 , 3 ,  ,  ,  ,  , 1618088 , 1 , 2018-01-01 
 EXELMANS , 2018 , 8990 , 9 ,  ,  ,  ,  , 2102492 , 1 , 2018-01-01 
 FAIDHERBE-CHALIGNY , 2018 , 9379 , 8 ,  ,  ,  ,  , 3032239 , 1 , 2018-01-01 
 FALGUIERE , 2018 , 10961 , 12 ,  ,  ,  ,  , 881763 , 1 , 2018-01-01 
 FELIX  FAURE , 2018 , 9484 , 8 ,  ,  ,  ,  , 1744774 , 1 , 2018-01-01 
 FILLES  DU  CALVAIRE , 2018 , 10763 , 8 ,  ,  ,  ,  , 1606192 , 1 , 2018-01-01 
 FRANKLIN-D.ROOSEVELT , 2018 , 15104 , 1 , 9 ,  ,  ,  , 9545487 , 2 , 2018-01-01 
 GAITE , 2018 , 9678 , 13 ,  ,  ,  ,  , 2713799 , 1 , 2018-01-01 
 GAMBETTA , 2018 , 8182 , 3 , 3bis ,  ,  ,  , 6798910 , 2 , 2018-01-01 
 GARE  DE  L'EST , 2018 , 9188 , 4 , 5 , 7 ,  ,  , 22443106 , 3 , 2018-01-01 
 GARE  DE  LYON , 2018 , 8958 , 1 , 14 , A ,  ,  , 36512570 , 3 , 2018-01-01 
 GARE  DU  NORD , 2018 , 8457 , 4 , 5 ,  ,  ,  , 51141374 , 2 , 2018-01-01 
 GEORGE  V , 2018 , 11542 , 1 ,  ,  ,  ,  , 6643262 , 1 , 2018-01-01 
 GLACIERE , 2018 , 8985 , 6 ,  ,  ,  ,  , 4498939 , 1 , 2018-01-01 
 GONCOURT  (HOPITAL  SAINT-LOUIS) , 2018 , 8661 , 11 ,  ,  ,  ,  , 2192190 , 1 , 2018-01-01 
 GRANDS  BOULEVARDS  (RUE  MONTMARTRE) , 2018 , 10907 , 8 , 9 ,  ,  ,  , 6807424 , 2 , 2018-01-01 
 GUY  MOQUET , 2018 , 8652 , 13 ,  ,  ,  ,  , 4004960 , 1 , 2018-01-01 
 HAVRE-CAUMARTIN , 2018 , 13424 , 3 , 9 ,  ,  ,  , 8277127 , 2 , 2018-01-01 
 HOCHE , 2018 , 4313 ,  ,  ,  ,  ,  ,  , 1 , 2018-01-01 
 HOTEL  DE  VILLE , 2018 , 13125 , 1 , 11 ,  ,  ,  , 12307363 , 2 , 2018-01-01 
 IENA , 2018 , 12033 , 9 ,  ,  ,  ,  , 2646049 , 1 , 2018-01-01 
 INVALIDES , 2018 , 15430 , 8 , 13 ,  ,  ,  , 6540934 , 2 , 2018-01-01 
 JACQUES  BONSERGENT , 2018 , 8960 , 5 ,  ,  ,  ,  , 2477876 , 1 , 2018-01-01 
 JASMIN , 2018 , 9977 , 9 ,  ,  ,  ,  , 1935764 , 1 , 2018-01-01 
 JAURES , 2018 , 7898 , 2 , 5 , 7bis ,  ,  , 5836196 , 3 , 2018-01-01 
 JAVEL , 2018 , 8982 , 10 ,  ,  ,  ,  , 2969444 , 1 , 2018-01-01 
 JOURDAIN , 2018 , 8057 , 11 ,  ,  ,  ,  , 3029314 , 1 , 2018-01-01 
 JULES  JOFFRIN , 2018 , 8540 , 12 ,  ,  ,  ,  , 4034229 , 1 , 2018-01-01 
 JUSSIEU , 2018 , 11497 , 7 , 10 ,  ,  ,  , 4328012 , 2 , 2018-01-01 
 KLEBER , 2018 , 11317 , 6 ,  ,  ,  ,  , 1253324 , 1 , 2018-01-01 
 LA  CHAPELLE , 2018 , 7533 , 2 ,  ,  ,  ,  , 6534340 , 1 , 2018-01-01 
 LA  FOURCHE , 2018 , 9088 , 13 ,  ,  ,  ,  , 2563103 , 1 , 2018-01-01 
 LA  MOTTE-PICQUET-GRENELLE , 2018 , 10277 , 6 , 8 , 10 ,  ,  , 7958383 , 3 , 2018-01-01 
 LA  MUETTE , 2018 , 10162 , 9 ,  ,  ,  ,  , 3991922 , 1 , 2018-01-01 
 LA  TOUR  MAUBOURG , 2018 , 13381 , 8 ,  ,  ,  ,  , 2139593 , 1 , 2018-01-01 
 LAMARCK-CAULAINCOURT , 2018 , 9337 , 12 ,  ,  ,  ,  , 2704202 , 1 , 2018-01-01 
 LAUMIERE , 2018 , 7526 , 5 ,  ,  ,  ,  , 4325317 , 1 , 2018-01-01 
 LE  PELETIER , 2018 , 11677 , 7 ,  ,  ,  ,  , 2451509 , 1 , 2018-01-01 
 LEDRU-ROLLIN , 2018 , 10045 , 8 ,  ,  ,  ,  , 3777270 , 1 , 2018-01-01 
 LES  GOBELINS , 2018 , 9738 , 7 ,  ,  ,  ,  , 3377372 , 1 , 2018-01-01 
 LES  HALLES , 2018 , 11251 , 4 ,  ,  ,  ,  , 16069170 , 1 , 2018-01-01 
 LIBERTE , 2018 , 8905 ,  ,  ,  ,  ,  ,  , 1 , 2018-01-01 
 LIEGE , 2018 , 10497 , 13 ,  ,  ,  ,  , 1662452 , 1 , 2018-01-01 
 LOUIS  BLANC , 2018 , 8278 , 7 , 7bis ,  ,  ,  , 2272326 , 2 , 2018-01-01 
 LOUISE  MICHEL , 2018 , 9338 ,  ,  ,  ,  ,  ,  , 1 , 2018-01-01 
 LOURMEL , 2018 , 7938 , 8 ,  ,  ,  ,  , 2301922 , 1 , 2018-01-01 
 LOUVRE-RIVOLI , 2018 , 13025 , 1 ,  ,  ,  ,  , 2633369 , 1 , 2018-01-01 
 MABILLON , 2018 , 15137 , 10 ,  ,  ,  ,  , 1859872 , 1 , 2018-01-01 
 MADELEINE , 2018 , 15499 , 8 , 12 , 14 ,  ,  , 8473016 , 3 , 2018-01-01 
 MAIRIE  DE  MONTROUGE , 2018 , 7961 ,  ,  ,  ,  ,  ,  , 1 , 2018-01-01 
 MAISON  BLANCHE , 2018 , 7574 , 7 ,  ,  ,  ,  , 1803381 , 1 , 2018-01-01 
 MALESHERBES , 2018 , 10374 , 3 ,  ,  ,  ,  , 2406916 , 1 , 2018-01-01 
 MARAICHERS , 2018 , 7490 , 9 ,  ,  ,  ,  , 2608017 , 1 , 2018-01-01 
 MARCADET-POISSONNIERS , 2018 , 8250 , 4 , 12 ,  ,  ,  , 5973655 , 2 , 2018-01-01 
 MARX  DORMOY , 2018 , 6580 , 12 ,  ,  ,  ,  , 3359946 , 1 , 2018-01-01 
 MAUBERT-MUTUALITE , 2018 , 12913 , 10 ,  ,  ,  ,  , 2226690 , 1 , 2018-01-01 
 MENILMONTANT , 2018 , 8187 , 2 ,  ,  ,  ,  , 3943809 , 1 , 2018-01-01 
 MICHEL  BIZOT , 2018 , 8140 , 8 ,  ,  ,  ,  , 1906545 , 1 , 2018-01-01 
 MICHEL-ANGE-AUTEUIL , 2018 , 9772 , 9 , 10 ,  ,  ,  , 2042174 , 2 , 2018-01-01 
 MICHEL-ANGE-MOLITOR , 2018 , 9362 , 9 , 10 ,  ,  ,  , 2247014 , 2 , 2018-01-01 
 MIRABEAU , 2018 , 9374 , 10 ,  ,  ,  ,  , 1377611 , 1 , 2018-01-01 
 MIROMESNIL , 2018 , 11101 , 9 , 13 ,  ,  ,  , 5908201 , 2 , 2018-01-01 
 MONCEAU , 2018 , 10909 , 2 ,  ,  ,  ,  , 1672269 , 1 , 2018-01-01 
 MONTGALLET , 2018 , 8336 , 8 ,  ,  ,  ,  , 1596702 , 1 , 2018-01-01 
 MONTPARNASSE , 2018 , 10827 , 4 , 6 , 12 , 13 ,  , 29857740 , 4 , 2018-01-01 
 MOUTON-DUVERNET , 2018 , 8780 , 4 ,  ,  ,  ,  , 1583761 , 1 , 2018-01-01 
 NATION , 2018 , 8963 , 1 , 2 , 6 , 9 ,  , 8834660 , 4 , 2018-01-01 
 NATIONALE , 2018 , 7400 , 6 ,  ,  ,  ,  , 2497964 , 1 , 2018-01-01 
 NOTRE-DAME-DE-LORETTE , 2018 , 11707 , 12 ,  ,  ,  ,  , 2833104 , 1 , 2018-01-01 
 NOTRE-DAME-DES-CHAMPS , 2018 , 12173 , 12 ,  ,  ,  ,  , 2051828 , 1 , 2018-01-01 
 OBERKAMPF , 2018 , 9330 , 5 , 9 ,  ,  ,  , 4416955 , 2 , 2018-01-01 
 ODEON , 2018 , 13753 , 4 , 10 ,  ,  ,  , 5600764 , 2 , 2018-01-01 
 OLYMPIADES , 2018 , 7676 , 14 ,  ,  ,  ,  , 7912359 , 1 , 2018-01-01 
 OPERA , 2018 , 13525 , 3 , 7 , 8 ,  ,  , 10501357 , 3 , 2018-01-01 
 OURCQ , 2018 , 7390 , 5 ,  ,  ,  ,  , 3763663 , 1 , 2018-01-01 
 PALAIS  ROYAL-MUSEE  DU  LOUVRE , 2018 , 13453 , 1 , 7 ,  ,  ,  , 9592920 , 2 , 2018-01-01 
 PARMENTIER , 2018 , 9582 , 3 ,  ,  ,  ,  , 3103492 , 1 , 2018-01-01 
 PASSY , 2018 , 11267 , 6 ,  ,  ,  ,  , 3187985 , 1 , 2018-01-01 
 PASTEUR , 2018 , 9289 , 6 , 12 ,  ,  ,  , 4493457 , 2 , 2018-01-01 
 PELLEPORT , 2018 , 7903 , 3bis ,  ,  ,  ,  , 329597 , 1 , 2018-01-01 
 PERE  LACHAISE , 2018 , 8343 , 2 , 3 ,  ,  ,  , 4724592 , 2 , 2018-01-01 
 PEREIRE-LEVALLOIS , 2018 , 10380 , 3 ,  ,  ,  ,  , 4446732 , 1 , 2018-01-01 
 PERNETY , 2018 , 8970 , 13 ,  ,  ,  ,  , 3050541 , 1 , 2018-01-01 
 PHILIPPE  AUGUSTE , 2018 , 9039 , 2 ,  ,  ,  ,  , 1763562 , 1 , 2018-01-01 
 PICPUS , 2018 , 8933 , 6 ,  ,  ,  ,  , 1302314 , 1 , 2018-01-01 
 PIGALLE , 2018 , 10472 , 2 , 12 ,  ,  ,  , 5599495 , 2 , 2018-01-01 
 PLACE  D'ITALIE , 2018 , 8165 , 5 , 6 , 7 ,  ,  , 10577276 , 3 , 2018-01-01 
 PLACE  DE  CLICHY , 2018 , 9473 , 2 , 13 ,  ,  ,  , 8020440 , 2 , 2018-01-01 
 PLACE  DES  FETES , 2018 , 7838 , 7bis , 11 ,  ,  ,  , 2921564 , 2 , 2018-01-01 
 PLACE  MONGE  (JARDIN  DES  PLANTES) , 2018 , 11404 , 7 ,  ,  ,  ,  , 2828772 , 1 , 2018-01-01 
 PLAISANCE , 2018 , 8667 , 13 ,  ,  ,  ,  , 4784211 , 1 , 2018-01-01 
 POISSONNIERE , 2018 , 9750 , 7 ,  ,  ,  ,  , 3466034 , 1 , 2018-01-01 
 PONT-MARIE  (CITE  DES  ARTS) , 2018 , 15113 , 7 ,  ,  ,  ,  , 1733641 , 1 , 2018-01-01 
 PONT-NEUF  (LA  MONNAIE) , 2018 , 13357 , 7 ,  ,  ,  ,  , 1546517 , 1 , 2018-01-01 
 PORTE  D'AUTEUIL , 2018 , 9846 , 10 ,  ,  ,  ,  , 622094 , 1 , 2018-01-01 
 PORTE  D'ITALIE , 2018 , 7098 , 7 ,  ,  ,  ,  , 2363639 , 1 , 2018-01-01 
 PORTE  D'IVRY , 2018 , 6752 , 7 ,  ,  ,  ,  , 1901960 , 1 , 2018-01-01 
 PORTE  D'ORLEANS , 2018 , 8735 , 4 ,  ,  ,  ,  , 6259225 , 1 , 2018-01-01 
 PORTE  DAUPHINE , 2018 , 10990 , 2 ,  ,  ,  ,  , 2932159 , 1 , 2018-01-01 
 PORTE  DE  BAGNOLET , 2018 , 7786 , 3 ,  ,  ,  ,  , 4020800 , 1 , 2018-01-01 
 PORTE  DE  CHAMPERRET , 2018 , 10084 , 3 ,  ,  ,  ,  , 3189251 , 1 , 2018-01-01 
 PORTE  DE  CHARENTON , 2018 , 8124 , 8 ,  ,  ,  ,  , 2105924 , 1 , 2018-01-01 
 PORTE  DE  CHOISY , 2018 , 6420 , 7 ,  ,  ,  ,  , 2598026 , 1 , 2018-01-01 
 PORTE  DE  CLICHY , 2018 , 10376 , 13 ,  ,  ,  ,  , 4495978 , 1 , 2018-01-01 
 PORTE  DE  CLIGNANCOURT , 2018 , 8238 , 4 ,  ,  ,  ,  , 8393535 , 1 , 2018-01-01 
 PORTE  DE  LA  CHAPELLE , 2018 , 5489 , 12 ,  ,  ,  ,  , 2379751 , 1 , 2018-01-01 
 PORTE  DE  LA  VILLETTE , 2018 , 7044 , 7 ,  ,  ,  ,  , 4159555 , 1 , 2018-01-01 
 PORTE  DE  MONTREUIL , 2018 , 6998 , 9 ,  ,  ,  ,  , 4344016 , 1 , 2018-01-01 
 PORTE  DE  PANTIN , 2018 , 7375 , 5 ,  ,  ,  ,  , 5615256 , 1 , 2018-01-01 
 PORTE  DE  SAINT-CLOUD , 2018 , 8596 , 9 ,  ,  ,  ,  , 5174694 , 1 , 2018-01-01 
 PORTE  DE  SAINT-OUEN , 2018 , 7893 , 13 ,  ,  ,  ,  , 3761155 , 1 , 2018-01-01 
 PORTE  DE  VANVES , 2018 , 7981 , 13 ,  ,  ,  ,  , 4660158 , 1 , 2018-01-01 
 PORTE  DE  VERSAILLES , 2018 , 7526 , 12 ,  ,  ,  ,  , 5823995 , 1 , 2018-01-01 
 PORTE  DE  VINCENNES , 2018 , 8592 , 1 ,  ,  ,  ,  , 7633984 , 1 , 2018-01-01 
 PORTE  DES  LILAS , 2018 , 7006 , 3bis , 11 ,  ,  ,  , 3439385 , 2 , 2018-01-01 
 PORTE  DOREE , 2018 , 8045 , 8 ,  ,  ,  ,  , 2763236 , 1 , 2018-01-01 
 PORTE  MAILLOT , 2018 , 9961 , 1 ,  ,  ,  ,  , 8226552 , 1 , 2018-01-01 
 PRE  SAINT-GERVAIS , 2018 , 6885 , 7bis ,  ,  ,  ,  , 386948 , 1 , 2018-01-01 
 PYRAMIDES , 2018 , 13503 , 7 , 14 ,  ,  ,  , 6069724 , 2 , 2018-01-01 
 PYRENEES , 2018 , 7964 , 11 ,  ,  ,  ,  , 2920049 , 1 , 2018-01-01 
 QUAI  DE  LA  GARE , 2018 , 8149 , 6 ,  ,  ,  ,  , 3033927 , 1 , 2018-01-01 
 QUAI  DE  LA  RAPEE , 2018 , 9303 , 5 ,  ,  ,  ,  , 1155002 , 1 , 2018-01-01 
 QUATRE  SEPTEMBRE , 2018 , 12914 , 3 ,  ,  ,  ,  , 1997741 , 1 , 2018-01-01 
 RAMBUTEAU , 2018 , 11838 , 11 ,  ,  ,  ,  , 3219510 , 1 , 2018-01-01 
 RANELAGH , 2018 , 10298 , 9 ,  ,  ,  ,  , 2314539 , 1 , 2018-01-01 
 RASPAIL , 2018 , 9443 , 4 , 6 ,  ,  ,  , 1887146 , 2 , 2018-01-01 
 REAUMUR-SEBASTOPOL , 2018 , 10414 , 3 , 4 ,  ,  ,  , 5291106 , 2 , 2018-01-01 
 RENNES , 2018 , 13598 , 12 ,  ,  ,  ,  , 1181641 , 1 , 2018-01-01 
 REPUBLIQUE , 2018 , 9538 , 3 , 5 , 8 , 9 , 11 , 16596521 , 5 , 2018-01-01 
 REUILLY-DIDEROT , 2018 , 8819 , 1 , 8 ,  ,  ,  , 6328040 , 2 , 2018-01-01 
 RICHARD  LENOIR , 2018 , 10205 , 5 ,  ,  ,  ,  , 2422197 , 1 , 2018-01-01 
 RICHELIEU-DROUOT , 2018 , 10593 , 8 , 9 ,  ,  ,  , 5014491 , 2 , 2018-01-01 
 RIQUET , 2018 , 7168 , 7 ,  ,  ,  ,  , 2312581 , 1 , 2018-01-01 
 ROME , 2018 , 9787 , 2 ,  ,  ,  ,  , 2753714 , 1 , 2018-01-01 
 RUE  DE  LA  POMPE  (AVENUE  GEORGES  MANDEL) , 2018 , 11190 , 9 ,  ,  ,  ,  , 3004505 , 1 , 2018-01-01 
 RUE  DES  BOULETS , 2018 , 9140 , 9 ,  ,  ,  ,  , 2583609 , 1 , 2018-01-01 
 RUE  DU  BAC , 2018 , 17155 , 12 ,  ,  ,  ,  , 2304665 , 1 , 2018-01-01 
 SAINT-AMBROISE , 2018 , 9713 , 9 ,  ,  ,  ,  , 2977955 , 1 , 2018-01-01 
 SAINT-AUGUSTIN , 2018 , 11069 , 9 ,  ,  ,  ,  , 3052723 , 1 , 2018-01-01 
 SAINT-FARGEAU , 2018 , 7639 , 3bis ,  ,  ,  ,  , 716699 , 1 , 2018-01-01 
 SAINT-FRANCOIS-XAVIER , 2018 , 13330 , 13 ,  ,  ,  ,  , 1701996 , 1 , 2018-01-01 
 SAINT-GEORGES , 2018 , 11097 , 12 ,  ,  ,  ,  , 1135274 , 1 , 2018-01-01 
 SAINT-GERMAIN-DES-PRES , 2018 , 15522 , 4 ,  ,  ,  ,  , 3866889 , 1 , 2018-01-01 
