index;Latitude;Longitude;gares_id;nom_gare;nomlong;ligne;x;y;prix_moyen_2014;prix_moyen_2015;prix_moyen_2016;prix_moyen_2017;prix_moyen_2018;prix_moyen_2019;prix_moyen_global
0;48,87948177;2,389115807;93;Botzaris;BOTZARIS;7b;655197,2716;6864557,96;6668.66200139094;6202.2973298106;6728.31990903628;7273.38386669471;7745.96931025555;8308.9595370501;7154.5986590397
305;48,84109406;2,287945767;94;Boucicaut;BOUCICAUT;8;647739,0763;6860351,754;8262.62223299026;8055.23775017883;8341.36944139069;9572.95684368219;9182.14375772528;9534.3404890646;8824.77841917197
306;48,85231543;2,389378128;98;Rue des Boulets;RUE DES BOULETS;9;655193,1503;6861537,115;8186.97266725849;7916.82724694068;7539.78327381884;8402.43702894567;17820.7328369156;9496.44320189015;9893.86604262825
141;48,86869598;2,340720724;104;Bourse;BOURSE;3;651638,0039;6863387,203;17532.8417837476;13298.9154918997;10470.7284248022;13037.3889389125;14155.6917097197;14909.6280226233;13900.8657286175
64;48,85614071;2,370209338;107;Bréguet-Sabin;BREGUET-SABIN;5;653789,9847;6861973,5;9539.35071140623;8457.84401751235;10248.5683573448;8341.08722400689;11727.2651526427;11934.9523663792;10041.511304882
319;48,89058719;2,320174756;113;Brochant;BROCHANT;13;650151,8308;6865834,137;7313.28996811428;7152.03071657168;7163.02217231161;7986.65950903369;9385.09357865449;8850.22377094444;7975.05328593836
320;48,87851411;2,381614512;120;Buttes-Chaumont;BUTTES-CHAUMONT;7b;654646,2892;6864454,645;6291.53711080625;6192.2511595924;6331.22606463996;7382.14774360729;7867.1681342722;8547.04062390424;7101.89513947039
79;48,85181213;2,401022271;121;Buzenval;BUZENVAL;9;656047,1453;6861474,608;6246.00063096469;6808.86666357309;7092.50497376657;7633.83267004274;7511.56793321882;8496.64005152801;7298.23548718232
239;48,87589068;2,34412603;122;Cadet;CADET;7;651894,4424;6864185,122;8762.27472332969;8012.75338943158;10673.8926532143;9089.52551451013;10036.6540604875;11695.0806133547;9711.69682572135
80;48,84750708;2,302968299;123;Cambronne;CAMBRONNE;6;648847,9145;6861054,977;8827.97965947099;8688.34223553512;9155.93225366231;9674.91171841921;10004.7537419578;11114.2683020432;9577.69798518145
